UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,與顧客聯絡方式,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,買A商品,過往滿意程度
U2319,51,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,4
U44039,42,SOHO,大學,否,否,否,未知,14,aug,4,-1,未知,0,3
U43256,50,SOHO,大學,否,否,否,未知,14,aug,10,-1,未知,0,3
U8348,42,科技,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U8802,52,科技,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U19621,39,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U13870,37,科技,大學,否,是,否,未知,14,aug,4,-1,未知,0,3
U17974,34,科技,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U40898,30,管理,研究所,否,是,否,未知,14,aug,4,-1,未知,0,3
U2296,56,藍領,高中,否,否,否,未知,14,aug,4,-1,未知,1,3
U23017,45,家管,高中,否,否,否,未知,14,aug,2,-1,未知,0,3
U26729,45,服務業,大學,否,否,否,未知,18,aug,8,-1,未知,0,3
U26582,36,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U24156,32,科技,大學,否,是,否,未知,18,aug,4,-1,未知,0,3
U9899,59,管理,研究所,否,否,否,未知,18,aug,3,-1,未知,0,3
U26445,35,家管,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U24894,32,管理,研究所,否,否,否,未知,18,aug,8,-1,未知,0,3
U37684,30,科技,大學,否,是,否,未知,18,aug,8,-1,未知,0,3
U10896,54,管理,研究所,否,否,否,未知,18,aug,5,-1,未知,0,3
U6653,30,管理,大學,否,是,是,未知,18,aug,10,-1,未知,0,3
U19722,52,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U25673,30,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U3719,51,管理,研究所,是,是,否,未知,18,aug,6,-1,未知,0,3
U15282,52,管理,研究所,否,是,否,未知,18,aug,4,-1,未知,0,3
U12081,39,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U42023,40,管理,研究所,否,否,是,未知,18,aug,6,-1,未知,0,3
U42843,32,科技,研究所,否,否,否,未知,18,aug,11,-1,未知,0,3
U18852,48,科技,大學,否,是,否,未知,18,aug,2,-1,未知,0,4
U9209,54,藍領,大學,否,否,否,未知,18,aug,7,-1,未知,1,3
U43300,31,管理,研究所,否,是,否,未知,18,aug,2,-1,未知,0,3
U37828,45,科技,大學,否,否,是,未知,18,aug,2,-1,未知,0,3
U400,61,退休,高中,否,是,是,未知,18,aug,13,-1,未知,0,3
U39986,46,管理,研究所,否,否,否,未知,18,aug,13,-1,未知,0,3
U8263,33,科技,大學,否,是,否,未知,18,aug,6,-1,未知,0,3
U23667,42,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U505,60,家管,大學,否,否,否,未知,18,aug,2,-1,未知,0,3
U654,47,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U9681,39,管理,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U21413,43,管理,研究所,否,否,是,未知,18,aug,3,-1,未知,0,3
U25847,54,服務業,高中,否,否,否,未知,18,aug,8,-1,未知,0,3
U43197,32,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U15905,55,管理,研究所,否,否,是,未知,18,aug,11,-1,未知,0,3
U37118,44,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U19363,50,藍領,高中,否,否,否,未知,18,aug,7,-1,未知,0,3
U19833,32,科技,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U41505,35,科技,大學,否,否,否,未知,18,aug,2,-1,未知,0,4
U44255,41,科技,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U20914,39,管理,研究所,否,否,是,未知,18,aug,3,-1,未知,0,3
U11450,32,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U36561,56,老闆,大學,否,否,是,未知,18,aug,2,-1,未知,0,3
U40191,49,藍領,大學,否,否,否,未知,18,aug,2,-1,未知,0,3
U4780,31,科技,大學,否,是,是,未知,18,aug,2,-1,未知,0,3
U38469,46,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U28386,45,科技,大學,否,否,是,未知,18,aug,5,-1,未知,0,3
U18750,60,家管,高中,否,否,否,未知,18,aug,4,-1,未知,0,3
U18563,61,管理,大學,否,否,否,未知,18,aug,6,-1,未知,1,3
U24607,46,服務業,大學,否,否,否,未知,18,aug,6,-1,未知,0,3
U3190,52,藍領,高中,否,否,否,未知,18,aug,5,-1,未知,0,3
U28964,56,藍領,大學,否,否,否,未知,18,aug,5,-1,未知,0,3
U35251,50,管理,大學,否,是,否,未知,18,aug,5,-1,未知,0,3
U5312,34,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U12022,38,科技,大學,否,是,是,未知,18,aug,7,-1,未知,0,3
U40464,58,退休,高中,否,否,否,未知,18,aug,2,-1,未知,1,3
U3303,35,管理,研究所,否,是,是,未知,18,aug,5,-1,未知,0,3
U7023,43,科技,研究所,否,否,否,未知,18,aug,7,-1,未知,0,3
U23879,33,SOHO,研究所,否,是,否,未知,18,aug,3,-1,未知,0,3
U5465,30,管理,研究所,否,否,否,未知,18,aug,3,-1,未知,0,3
U8376,43,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U26148,32,科技,大學,否,是,否,未知,11,aug,2,-1,未知,0,3
U36030,49,藍領,高中,否,否,否,未知,18,aug,7,-1,未知,0,3
U6654,48,科技,大學,否,否,否,未知,18,aug,14,-1,未知,0,3
U37170,32,工程,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U22223,30,科技,大學,否,是,否,未知,18,aug,15,-1,未知,0,3
U3311,52,藍領,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U5837,55,家管,高中,否,否,否,未知,18,aug,2,-1,未知,0,3
U40285,50,藍領,高中,否,是,否,未知,18,aug,6,-1,未知,0,3
U44257,45,SOHO,大學,否,否,否,未知,18,aug,6,-1,未知,0,3
U30185,53,服務業,大學,否,否,否,未知,18,aug,6,-1,未知,0,3
U19220,31,管理,研究所,否,否,否,未知,18,aug,11,-1,未知,1,3
U585,32,科技,研究所,否,否,否,未知,18,aug,7,-1,未知,0,3
U34037,46,管理,研究所,否,是,否,未知,18,aug,4,-1,未知,0,3
U7302,36,科技,研究所,否,否,是,未知,18,aug,7,-1,未知,0,3
U44476,40,管理,研究所,否,否,否,未知,18,aug,7,-1,未知,0,3
U21812,31,管理,研究所,否,否,否,未知,18,aug,8,-1,未知,1,3
U20575,52,藍領,高中,否,是,是,未知,18,aug,4,-1,未知,0,3
U14039,45,藍領,高中,否,否,是,未知,18,aug,4,-1,未知,0,3
U12031,48,藍領,高中,否,否,否,未知,18,aug,8,-1,未知,0,3
U16854,39,管理,研究所,否,是,否,未知,18,aug,8,-1,未知,0,3
U41292,33,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U34112,46,科技,研究所,否,否,否,未知,18,aug,7,-1,未知,1,3
U27881,37,SOHO,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U37919,33,科技,研究所,否,是,否,未知,18,aug,6,-1,未知,0,3
U20149,58,服務業,大學,否,否,否,未知,18,aug,7,-1,未知,0,3
U26038,30,管理,研究所,否,否,否,未知,18,aug,8,-1,未知,1,3
U34038,58,藍領,大學,否,否,否,未知,18,aug,17,-1,未知,0,3
U12258,42,SOHO,研究所,否,否,否,未知,18,aug,3,-1,未知,0,3
U15359,55,服務業,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U15052,36,管理,研究所,否,是,否,未知,18,aug,3,-1,未知,0,3
U24518,60,藍領,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U34056,55,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,1,3
U34179,52,管理,研究所,否,否,是,未知,18,aug,4,-1,未知,0,3
U13523,35,管理,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U6225,47,老闆,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U34043,48,藍領,高中,否,否,否,未知,18,aug,12,-1,未知,0,3
U17964,31,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U2447,32,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U1034,32,管理,研究所,否,是,是,未知,18,aug,4,-1,未知,0,3
U28312,30,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U14330,34,科技,研究所,否,否,否,未知,18,aug,7,-1,未知,0,3
U37215,42,管理,研究所,否,否,否,未知,18,aug,5,-1,未知,0,3
U13977,35,管理,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U3327,35,管理,研究所,否,否,否,未知,18,aug,7,-1,未知,0,3
U2318,44,SOHO,研究所,否,是,否,未知,18,aug,5,-1,未知,0,3
U22416,36,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U43641,39,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U4024,56,服務業,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U6378,46,藍領,大學,否,否,否,未知,18,aug,7,-1,未知,0,3
U4053,34,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U6836,55,藍領,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U527,36,服務業,大學,否,否,否,未知,18,aug,3,-1,未知,0,3
U21856,54,老闆,大學,否,是,否,未知,18,aug,4,-1,未知,0,3
U707,35,服務業,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U29761,49,藍領,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U39888,36,管理,研究所,否,否,否,未知,18,aug,5,-1,未知,0,3
U30792,57,家管,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U22900,55,老闆,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U41314,48,服務業,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U23674,43,管理,研究所,否,否,是,未知,18,aug,7,-1,未知,0,3
U14093,37,SOHO,大學,否,否,否,未知,18,aug,6,-1,未知,0,3
U37334,33,失業,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U16001,48,失業,大學,否,否,否,未知,18,aug,3,-1,未知,0,3
U14641,30,老闆,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U33059,54,退休,高中,否,是,是,未知,18,aug,10,-1,未知,0,3
U33684,55,家管,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U22942,46,家管,大學,否,否,否,未知,18,aug,11,-1,未知,0,3
U17338,49,藍領,高中,否,是,是,未知,18,aug,2,-1,未知,0,3
U5148,57,藍領,大學,否,否,否,未知,18,aug,7,-1,未知,0,3
U29642,60,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U9208,43,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,3
U31129,48,藍領,高中,否,否,否,未知,18,aug,2,-1,未知,0,3
U44102,33,科技,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U20785,40,管理,研究所,否,是,否,未知,18,aug,2,-1,未知,0,3
U33505,41,科技,大學,否,否,否,未知,18,aug,3,-1,未知,0,3
U23084,55,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U24080,33,家管,高中,否,否,否,未知,18,aug,2,-1,未知,0,3
U1546,50,管理,研究所,否,是,否,未知,18,aug,2,-1,未知,0,3
U36611,31,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U11535,60,退休,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U35371,45,科技,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U638,43,管理,研究所,否,否,否,未知,18,aug,4,-1,未知,0,2
U12568,33,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U34961,54,藍領,高中,否,否,否,未知,18,aug,2,-1,未知,0,3
U29572,60,SOHO,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U28351,42,科技,大學,否,否,否,未知,18,aug,2,-1,未知,0,3
U25269,54,管理,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U7616,48,管理,大學,否,否,否,未知,18,aug,4,-1,未知,0,3
U29265,47,藍領,高中,否,是,否,未知,18,aug,8,-1,未知,0,3
U34592,48,管理,研究所,否,否,否,未知,18,aug,3,-1,未知,0,3
U29235,45,管理,研究所,否,否,否,未知,18,aug,13,-1,未知,0,3
U24255,23,工程,研究所,否,否,是,未知,18,aug,4,-1,未知,0,3
U22302,60,退休,大學,否,是,是,未知,18,aug,7,-1,未知,0,3
U32465,56,藍領,高中,否,否,否,未知,18,aug,3,-1,未知,0,3
U5007,30,科技,大學,否,是,是,未知,18,aug,4,-1,未知,0,3
U29425,59,家管,高中,否,否,否,未知,18,aug,10,-1,未知,0,3
U717,54,科技,大學,否,是,否,未知,18,aug,6,-1,未知,0,3
U44711,34,管理,研究所,否,否,否,未知,18,aug,6,-1,未知,0,3
U23592,51,科技,大學,否,否,否,未知,18,aug,2,-1,未知,0,3
U36887,49,老闆,高中以下,否,否,否,未知,18,aug,3,-1,未知,0,3
U40618,31,科技,大學,否,否,否,未知,18,aug,2,-1,未知,0,3
U16440,47,科技,大學,否,否,否,未知,18,aug,4,-1,未知,1,3
U44704,33,科技,研究所,否,否,否,未知,18,aug,2,-1,未知,0,3
U8554,33,科技,大學,否,否,是,未知,18,aug,2,-1,未知,0,3
U42242,51,科技,大學,否,否,否,未知,18,aug,3,-1,未知,0,3
U11519,32,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U12198,36,科技,大學,否,否,否,未知,14,aug,4,-1,未知,0,3
U40653,32,管理,研究所,否,否,是,未知,14,aug,4,-1,未知,0,3
U13036,48,老闆,大學,否,否,否,未知,13,aug,1,-1,未知,1,3
U24758,32,科技,大學,否,否,是,未知,13,aug,1,-1,未知,0,3
U33843,58,管理,研究所,否,否,是,未知,13,aug,1,-1,未知,0,3
U16532,36,管理,研究所,否,否,否,未知,13,aug,1,-1,未知,0,3
U25112,32,科技,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U10941,30,工程,研究所,否,否,否,未知,13,aug,6,-1,未知,0,3
U32162,53,科技,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U43040,47,家管,高中,否,否,否,未知,13,aug,1,-1,未知,0,3
U466,47,藍領,大學,否,否,否,未知,13,aug,3,-1,未知,0,3
U25314,56,科技,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U44951,30,管理,研究所,否,否,否,未知,13,aug,1,-1,未知,0,3
U7561,30,管理,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U31670,35,科技,研究所,否,是,否,未知,13,aug,1,-1,未知,0,3
U31173,37,管理,研究所,否,否,否,未知,13,aug,5,-1,未知,0,3
U43057,30,科技,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U32796,35,管理,研究所,否,否,否,未知,13,aug,1,-1,未知,0,3
U12471,33,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,1,3
U27150,33,科技,大學,否,否,否,未知,13,aug,3,-1,未知,0,3
U6271,39,藍領,高中,否,否,否,未知,13,aug,1,-1,未知,0,3
U34798,34,科技,大學,否,否,否,未知,13,aug,1,-1,未知,1,3
U15367,35,科技,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U4145,41,科技,大學,否,否,否,未知,13,aug,6,-1,未知,0,3
U14214,31,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U39107,40,管理,研究所,否,否,否,未知,13,aug,6,-1,未知,0,3
U1191,44,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U43960,31,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U15212,30,管理,研究所,否,否,否,未知,13,aug,4,-1,未知,0,3
U39343,43,管理,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U1247,50,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U4712,58,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U25533,56,家管,高中,否,否,否,未知,13,aug,2,-1,未知,0,3
U33508,30,管理,大學,否,是,是,未知,13,aug,5,-1,未知,0,3
U42206,48,服務業,大學,否,是,是,未知,13,aug,1,-1,未知,0,3
U7854,54,管理,研究所,否,否,否,未知,13,aug,1,-1,未知,0,3
U13261,51,藍領,高中,否,否,是,未知,13,aug,3,-1,未知,0,3
U22646,59,退休,高中,否,是,是,未知,13,aug,1,-1,未知,0,3
U7901,32,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U33106,59,退休,高中,否,否,否,未知,13,aug,3,-1,未知,0,3
U35023,34,科技,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U18830,41,科技,研究所,否,否,否,未知,13,aug,5,-1,未知,0,3
U22799,47,藍領,大學,否,否,否,未知,13,aug,3,-1,未知,0,3
U11154,56,藍領,高中,否,是,否,未知,13,aug,2,-1,未知,0,3
U42373,54,服務業,大學,否,否,否,未知,13,aug,3,-1,未知,0,3
U4311,36,管理,研究所,否,否,否,未知,13,aug,4,-1,未知,0,3
U19803,34,管理,研究所,否,是,否,未知,13,aug,5,-1,未知,0,3
U8688,36,管理,研究所,否,否,否,未知,13,aug,5,-1,未知,0,3
U5540,32,老闆,研究所,否,是,否,未知,13,aug,4,-1,未知,0,3
U1471,30,管理,研究所,否,是,否,未知,13,aug,3,-1,未知,0,3
U6583,30,老闆,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U33039,34,科技,大學,否,否,否,未知,13,aug,5,-1,未知,0,3
U25240,56,藍領,高中,否,否,否,未知,13,aug,5,-1,未知,0,3
U24115,40,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U36607,37,管理,研究所,否,是,否,未知,13,aug,6,-1,未知,1,3
U22507,59,管理,研究所,否,否,否,未知,13,aug,13,-1,未知,0,3
U31437,31,管理,研究所,否,否,否,未知,13,aug,12,-1,未知,0,3
U44235,38,管理,研究所,否,否,否,未知,13,aug,4,-1,未知,0,3
U29855,42,科技,研究所,否,否,否,未知,13,aug,5,-1,未知,0,3
U1563,56,管理,研究所,否,否,否,未知,13,aug,8,-1,未知,0,4
U9516,51,科技,大學,否,否,否,未知,13,aug,8,-1,未知,0,3
U6819,30,科技,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U32642,42,管理,研究所,否,否,否,未知,13,aug,6,-1,未知,0,3
U2642,30,管理,研究所,否,是,否,未知,13,aug,3,-1,未知,0,3
U36595,59,科技,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U933,42,科技,研究所,否,是,是,未知,13,aug,1,-1,未知,0,3
U15680,47,家管,大學,否,否,否,未知,13,aug,1,-1,未知,0,3
U14890,43,科技,研究所,否,是,是,未知,13,aug,3,-1,未知,0,3
U29557,50,服務業,高中,否,是,否,未知,13,aug,1,-1,未知,0,3
U18498,48,管理,研究所,否,否,否,未知,13,aug,1,-1,未知,0,3
U27168,40,管理,研究所,否,否,否,未知,13,aug,4,-1,未知,0,3
U12793,35,管理,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U27695,47,科技,大學,否,是,否,未知,13,aug,3,-1,未知,0,3
U5699,47,服務業,高中,否,是,是,未知,13,aug,7,-1,未知,0,3
U42014,60,管理,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U32415,44,管理,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U19009,53,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U22150,32,管理,研究所,否,否,否,未知,13,aug,3,-1,未知,0,3
U44064,30,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U8727,52,管理,研究所,否,否,否,未知,13,aug,6,-1,未知,0,3
U16315,34,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U45093,35,管理,研究所,否,是,否,未知,13,aug,2,-1,未知,1,3
U5209,41,管理,研究所,否,是,否,未知,13,aug,4,-1,未知,0,3
U23583,33,科技,大學,否,否,否,未知,13,aug,8,-1,未知,0,3
U588,55,退休,高中,否,是,是,未知,13,aug,2,-1,未知,0,3
U10655,42,科技,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U27897,36,管理,大學,否,否,否,未知,13,aug,5,-1,未知,0,3
U28616,37,科技,大學,否,是,否,未知,13,aug,6,-1,未知,1,3
U10529,39,管理,研究所,否,否,是,未知,13,aug,4,-1,未知,0,3
U22929,35,科技,研究所,否,是,否,未知,13,aug,2,-1,未知,0,3
U29045,51,未知,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U30143,32,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U42347,43,科技,大學,否,是,否,未知,13,aug,2,-1,未知,0,3
U31849,50,SOHO,大學,否,否,否,未知,13,aug,2,-1,未知,1,3
U26571,50,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U15774,55,服務業,大學,否,否,是,未知,13,aug,2,-1,未知,0,3
U18264,58,退休,研究所,否,否,否,未知,13,aug,4,-1,未知,1,3
U9662,48,藍領,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U10275,47,老闆,大學,否,是,否,未知,13,aug,2,-1,未知,0,3
U562,51,藍領,高中,否,否,否,未知,13,aug,2,-1,未知,0,3
U2790,42,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U30949,31,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U2259,51,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U20253,52,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U40072,47,藍領,高中,否,否,否,未知,13,aug,2,-1,未知,0,3
U32848,58,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U26332,50,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U35278,34,科技,研究所,否,是,否,未知,13,aug,2,-1,未知,0,3
U26555,40,科技,大學,否,是,否,未知,13,aug,2,-1,未知,0,3
U20565,51,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U11421,41,科技,大學,否,否,是,未知,13,aug,2,-1,未知,0,3
U6070,34,科技,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U26496,32,科技,大學,否,是,否,未知,13,aug,2,-1,未知,0,3
U20737,38,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U15356,60,老闆,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U19071,49,藍領,高中,否,否,是,未知,13,aug,4,-1,未知,0,3
U14367,34,科技,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U1929,55,科技,大學,否,否,是,未知,13,aug,2,-1,未知,0,3
U8019,40,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U36100,49,藍領,高中,否,否,否,未知,13,aug,2,-1,未知,0,3
U31859,39,科技,大學,否,否,是,未知,13,aug,2,-1,未知,0,3
U38849,45,藍領,大學,否,否,否,未知,13,aug,5,-1,未知,0,3
U21420,31,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U1485,41,科技,大學,否,是,否,未知,13,aug,4,-1,未知,0,3
U21038,34,管理,研究所,否,是,否,未知,13,aug,4,-1,未知,1,3
U16012,57,藍領,高中,否,是,否,未知,13,aug,6,-1,未知,0,3
U6720,58,服務業,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U41984,36,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U26130,40,管理,研究所,否,是,否,未知,13,aug,2,-1,未知,0,3
U28046,45,科技,大學,否,是,是,未知,13,aug,2,-1,未知,0,3
U26546,52,失業,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U10565,47,老闆,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U30587,53,服務業,大學,否,否,否,未知,13,aug,4,-1,未知,1,3
U31901,47,藍領,高中,否,否,否,未知,13,aug,2,-1,未知,0,3
U8803,59,藍領,大學,否,否,否,未知,13,aug,6,-1,未知,0,3
U42639,59,退休,大學,否,否,否,未知,13,aug,2,-1,未知,0,4
U36912,33,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U34494,55,科技,大學,否,否,否,未知,13,aug,17,-1,未知,0,3
U36029,30,科技,研究所,否,否,否,未知,13,aug,8,-1,未知,1,3
U13701,34,科技,大學,否,是,是,未知,13,aug,2,-1,未知,0,3
U18359,43,管理,研究所,否,否,否,未知,13,aug,6,-1,未知,1,3
U37866,45,科技,研究所,否,否,否,未知,13,aug,4,-1,未知,0,3
U138,36,科技,大學,否,否,是,未知,13,aug,4,-1,未知,0,3
U11607,51,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U41290,59,退休,高中,否,否,否,未知,13,aug,5,-1,未知,0,3
U6297,45,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U39496,52,科技,大學,否,否,否,未知,13,aug,6,-1,未知,1,3
U29814,31,管理,研究所,否,否,否,未知,13,aug,7,-1,未知,1,3
U8849,32,管理,研究所,否,是,否,未知,13,aug,6,-1,未知,0,3
U35598,38,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U11049,48,藍領,高中,否,否,否,未知,13,aug,6,-1,未知,0,3
U28215,39,科技,研究所,否,是,否,未知,13,aug,6,-1,未知,0,3
U2227,53,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U43637,35,科技,大學,否,是,否,未知,13,aug,4,-1,未知,0,3
U26808,36,管理,研究所,否,否,否,未知,13,aug,8,-1,未知,0,3
U24640,36,科技,大學,否,是,否,未知,13,aug,3,-1,未知,0,3
U10758,40,管理,研究所,否,否,否,未知,13,aug,4,-1,未知,1,3
U6584,30,科技,研究所,否,是,否,未知,13,aug,4,-1,未知,0,3
U23769,60,藍領,高中,否,否,是,未知,13,aug,4,-1,未知,0,3
U18811,40,科技,大學,否,否,否,未知,13,aug,4,-1,未知,0,3
U1681,33,管理,研究所,否,是,否,未知,13,aug,5,-1,未知,0,3
U19795,51,科技,大學,否,否,否,未知,13,aug,2,-1,未知,0,3
U3564,43,管理,研究所,否,是,否,未知,14,aug,2,-1,未知,0,3
U39841,40,家管,大學,否,否,否,未知,13,aug,7,-1,未知,0,3
U17701,42,管理,研究所,否,否,否,未知,13,aug,2,-1,未知,0,3
U4761,36,科技,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U14723,42,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U33920,48,管理,研究所,否,是,是,未知,14,aug,6,-1,未知,0,3
U17361,31,管理,研究所,否,是,否,未知,14,aug,4,-1,未知,0,3
U3028,56,退休,研究所,否,否,否,未知,14,aug,19,-1,未知,0,3
U19149,43,管理,研究所,否,否,否,未知,14,aug,8,-1,未知,0,3
U8861,30,管理,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U42809,32,科技,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U6763,30,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U2832,47,科技,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U10355,31,科技,大學,否,是,否,未知,14,aug,2,-1,未知,0,3
U45037,54,工程,研究所,否,否,否,未知,14,aug,6,-1,未知,0,3
U42703,39,科技,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U39392,30,管理,大學,否,否,否,未知,14,aug,2,-1,未知,0,3
U21330,33,科技,大學,否,否,否,未知,14,aug,4,-1,未知,0,3
U6467,58,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
U18831,35,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,1,3
U30454,60,家管,高中,否,否,否,未知,14,aug,2,-1,未知,0,3
U32511,31,管理,研究所,否,否,否,未知,14,aug,2,-1,未知,0,3
