Prod_output_num,locations,gender,age,click_on_prod,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy,UID
769,Taichung,Female,31,7,148913.72,3,1,1,53817.23,0,1805
691,Taipei,Male,38,7,0,3,0,1,81617.4,0,1806
818,Taipei,Female,49,2,0,4,0,0,192298.84,1,1807
739,Taipei,Male,41,5,0,3,0,1,143882.25,0,1808
639,Taipei,Female,50,6,115335.32,3,1,0,53130.41,0,1809
651,Taipei,Female,65,0,0,3,1,0,190454.04,0,1810
779,Taipei,Female,26,0,0,3,0,0,111906,0,1811
850,Taichung,Female,33,7,134678.13,4,1,1,113177.95,0,1812
829,Taipei,Male,38,9,0,3,1,1,30529.88,0,1813
579,Taichung,Male,31,2,90547.48,3,1,0,18800.13,0,1814
510,Taipei,Male,32,9,103324.78,4,1,0,46127.7,0,1815
531,Taipei,Male,29,3,114590.58,4,0,1,75585.48,0,1816
628,Taichung,Female,36,3,91286.51,4,1,1,63085.94,0,1817
633,Tainan,Male,32,5,163340.12,3,1,0,74415.2,0,1818
714,Tainan,Male,45,8,150900.29,3,0,0,139889.15,0,1819
604,Tainan,Male,23,9,124577.33,4,1,0,7267.25,0,1820
630,Tainan,Male,35,1,0,3,0,1,186826.22,0,1821
850,Tainan,Female,31,4,91292.7,4,1,0,162149.07,0,1822
788,Taichung,Female,57,8,93716.72,4,1,0,180150.49,1,1823
798,Taipei,Female,37,4,111723.08,4,1,0,83478.12,0,1824
770,Taichung,Male,45,4,110765.68,4,1,1,26163.74,1,1825
569,Taichung,Male,25,9,173459.45,3,1,0,44381.06,0,1826
425,Tainan,Female,22,7,169649.73,3,0,0,136365,1,1827
547,Tainan,Female,31,9,0,3,0,1,99294.22,0,1828
725,Taichung,Male,45,8,116917.07,4,0,1,173464.43,1,1829
506,Taipei,Male,37,5,0,3,1,0,127543.81,0,1830
632,Taipei,Female,36,7,0,3,1,0,52526.65,0,1831
620,Taipei,Male,22,0,0,4,1,1,32589.45,0,1832
663,Taichung,Male,32,8,130627.66,4,1,1,47161.25,1,1833
700,Tainan,Female,46,5,56580.95,3,0,0,45424.13,0,1834
696,Taichung,Male,38,6,142316.14,4,1,0,8018.49,0,1835
767,Tainan,Male,31,6,0,3,1,0,195668,0,1836
561,Taipei,Male,56,7,152759,3,1,1,133167.11,1,1837
350,Taichung,Male,39,0,109733.2,3,0,1,123602.11,1,1838
706,Taipei,Male,54,9,117444.51,4,1,0,186238.85,0,1839
464,Tainan,Female,34,5,76001.57,4,1,0,158668.87,0,1840
501,Taipei,Female,34,3,107747.57,4,1,1,9249.36,0,1841
745,Tainan,Female,35,8,0,3,1,0,116581.1,0,1842
587,Taipei,Female,36,1,134997.49,3,1,1,44688.08,0,1843
667,Taipei,Female,48,2,0,3,1,0,148608.39,0,1844
737,Taipei,Male,36,9,0,4,0,0,188670.9,1,1845
485,Tainan,Female,30,7,0,4,1,1,107067.37,0,1846
590,Tainan,Female,37,0,64345.21,4,0,0,61759.33,1,1847
518,Taichung,Female,35,8,141665.63,4,0,0,192776.64,0,1848
581,Tainan,Female,29,8,0,3,1,1,46735.19,0,1849
785,Taichung,Female,33,5,136624.6,3,1,0,169117.74,0,1850
799,Taipei,Female,52,4,161209.66,4,1,0,89081.41,0,1851
698,Tainan,Male,38,10,95010.92,4,1,0,105227.86,0,1852
730,Taipei,Female,41,4,167545.32,4,1,1,128246.81,0,1853
740,Taichung,Female,36,4,109044.6,4,0,1,94554.74,1,1854
785,Taipei,Female,47,9,122031.55,4,1,0,33823.5,1,1855
527,Tainan,Female,29,2,27755.97,4,1,1,97468.44,1,1856
544,Taipei,Female,29,1,118560.55,4,1,0,164137.36,0,1857
705,Taipei,Male,61,4,0,3,1,0,191313.7,0,1858
684,Taipei,Male,34,9,0,3,1,0,65257.57,0,1859
639,Tainan,Female,28,8,97840.72,4,1,0,178222.77,0,1860
565,Taichung,Female,38,2,158651.29,3,1,0,179445.28,0,1861
481,Taipei,Male,44,9,175303.06,4,1,1,65500.53,1,1862
731,Tainan,Male,25,8,96950.21,4,1,1,97877.92,0,1863
607,Taipei,Male,45,7,123859.6,4,0,0,113051.57,0,1864
760,Taipei,Female,32,7,0,3,1,0,105969.05,0,1865
559,Taipei,Female,70,9,0,4,1,0,122996.76,0,1866
715,Taipei,Female,33,3,85227.84,4,1,0,68087.15,0,1867
656,Taipei,Male,36,8,97786.08,3,0,0,21478.36,0,1868
652,Taichung,Male,33,7,128135.99,4,1,1,158437.73,0,1869
624,Tainan,Male,33,6,0,3,0,1,76551.7,0,1870
634,Tainan,Male,36,2,85996.19,4,1,1,15887.68,0,1871
850,Tainan,Female,50,10,0,3,1,0,33741.84,0,1872
659,Taichung,Female,39,1,104502.11,4,1,1,20652.69,0,1873
529,Tainan,Male,35,5,95772.97,4,1,0,112781.5,0,1874
572,Tainan,Male,31,5,98108.79,4,0,0,119996.95,0,1875
640,Taichung,Male,39,9,131607.28,1,0,0,6981.43,1,1876
770,Tainan,Male,55,9,63127.41,3,1,1,185211.28,1,1877
648,Tainan,Male,35,7,0,3,1,0,78436.36,0,1878
579,Taipei,Male,31,9,0,4,0,0,139048,0,1879
589,Taichung,Female,36,9,140355.56,3,1,1,136329.96,0,1880
530,Tainan,Female,36,2,0,3,1,0,14721.8,0,1881
831,Taipei,Male,30,2,0,3,0,0,3430.38,0,1882
790,Taichung,Male,24,7,107418.27,4,0,0,160450.21,0,1883
656,Taipei,Male,35,6,0,3,1,1,1485.27,0,1884
563,Tainan,Male,32,6,0,3,1,0,19720.08,0,1885
667,Tainan,Male,39,7,167557.12,4,1,0,41183.02,0,1886
613,Tainan,Male,34,8,117300.02,4,1,1,139410.08,0,1887
429,Taipei,Male,60,7,0,3,1,0,163691.48,0,1888
665,Taipei,Female,23,9,143672.9,4,1,0,115147.33,0,1889
731,Taipei,Male,33,4,0,3,1,0,74945.11,0,1890
584,Taipei,Female,37,1,0,3,1,0,180363.56,0,1891
634,Taichung,Female,31,8,76798.92,4,0,1,196021.73,0,1892
488,Taipei,Male,34,3,0,3,1,0,125979.36,0,1893
535,Tainan,Female,49,7,115309.75,4,1,1,111421.77,0,1894
776,Taipei,Female,29,7,178171.04,3,1,0,115818.51,0,1895
850,Tainan,Female,38,3,0,3,0,0,179360.76,0,1896
673,Tainan,Female,37,0,0,3,0,1,82351.06,0,1897
850,Taichung,Female,45,5,127258.79,4,1,0,192744.23,1,1898
627,Tainan,Female,30,6,0,4,1,0,113408.47,0,1899
570,Taipei,Female,33,8,0,4,1,0,124641.42,0,1900
796,Tainan,Male,67,5,0,3,0,0,54871.02,0,1901
773,Tainan,Female,33,10,0,4,1,0,98820.09,0,1902
752,Tainan,Male,36,2,0,3,1,0,45570.84,0,1903
625,Tainan,Female,69,1,107569.96,4,1,0,182336.45,0,1904
535,Taichung,Male,20,9,134874.4,4,1,0,118825.56,0,1905
786,Taipei,Female,29,4,0,3,1,1,103372.79,0,1906
620,Taipei,Female,67,3,0,3,1,0,43486.73,0,1907
605,Tainan,Female,48,6,0,3,1,0,40062.99,0,1908
670,Tainan,Female,32,3,0,3,1,1,46175.7,0,1909
617,Tainan,Male,42,0,70105.87,4,1,0,120830.73,0,1910
595,Taipei,Male,41,9,0,3,1,1,5967.09,0,1911
687,Taichung,Female,29,4,78939.15,4,1,1,122134.56,1,1912
757,Taichung,Male,30,6,105128.85,3,1,0,62972.13,0,1913
746,Tainan,Male,31,2,113836.27,4,1,0,174815.54,0,1914
503,Tainan,Male,25,7,0,4,0,0,192841.13,0,1915
543,Taichung,Male,48,1,100900.5,4,0,1,33310.72,1,1916
428,Taichung,Female,40,3,129248.11,3,1,1,72876.43,1,1917
768,Taipei,Female,28,3,109118.05,3,0,0,50911.41,0,1918
618,Taipei,Male,56,7,0,4,1,0,142400.27,1,1919
591,Taipei,Female,31,7,0,3,0,0,48778.46,0,1920
658,Taipei,Female,35,5,126397.66,4,0,1,156361.58,1,1921
625,Taipei,Male,36,9,108546.16,2,1,1,133807.77,1,1922
717,Taipei,Male,36,2,148061.89,4,1,1,179128.69,1,1923
667,Taipei,Male,44,8,122277.87,4,1,0,91810.71,0,1924
804,Taipei,Male,24,3,0,3,1,1,173195.33,0,1925
693,Taipei,Male,31,1,0,3,0,0,182270.88,0,1926
729,Taichung,Male,36,8,152899.24,3,1,1,177130.33,0,1927
484,Taichung,Male,54,3,134388.11,4,0,1,49954.79,1,1928
632,Tainan,Female,40,3,109740.62,4,1,1,141896.74,0,1929
536,Taichung,Male,23,6,92366.72,3,1,1,120661.71,0,1930
573,Taipei,Female,26,4,129109.02,4,0,1,149814.68,1,1931
655,Tainan,Female,56,5,0,3,1,0,41782.7,0,1932
666,Taichung,Male,74,7,105102.5,4,1,0,46172.47,0,1933
726,Taichung,Male,30,5,111375.32,3,1,1,2704.09,0,1934
523,Taipei,Male,39,3,0,3,1,1,6726.53,0,1935
728,Taichung,Female,33,9,150412.14,3,1,1,170764.08,0,1936
701,Taipei,Male,30,3,156660.72,3,1,1,45742.42,0,1937
518,Taipei,Male,38,3,90957.81,4,0,0,162304.59,0,1938
739,Taipei,Male,37,7,104960.46,4,0,0,80883.82,0,1939
531,Taichung,Female,31,7,117052.82,4,1,1,118508.09,1,1940
452,Tainan,Male,44,3,88915.85,4,1,1,69697.74,0,1941
684,Taipei,Male,45,6,148071.39,4,1,1,183575.01,0,1942
728,Taichung,Male,39,6,152182.83,4,0,1,161203.6,0,1943
783,Tainan,Male,39,9,0,3,1,1,143752.77,0,1944
734,Taipei,Male,22,5,130056.23,4,0,1,121894.31,1,1945
648,Taichung,Male,34,3,95039.73,3,1,0,147055.87,0,1946
688,Taipei,Male,52,1,0,3,1,0,172033.57,0,1947
680,Tainan,Male,35,9,0,3,0,1,143774.06,0,1948
516,Taipei,Female,43,2,112773.73,3,1,0,139366.58,0,1949
680,Taipei,Female,37,10,123806.28,4,1,1,81776.84,1,1950
604,Taipei,Male,53,8,144453.75,4,1,1,190998.96,1,1951
624,Taichung,Male,27,9,94667.29,3,0,0,4470.52,0,1952
623,Taipei,Male,21,10,0,3,0,0,135851.3,0,1953
624,Tainan,Male,51,5,174397.21,3,1,0,172372.63,0,1954
565,Taichung,Female,58,3,108888.24,2,0,0,135875.51,1,1955
565,Taipei,Male,55,4,118803.35,3,1,0,128124.7,1,1956
710,Taipei,Male,54,6,171137.62,4,1,0,167023.95,1,1957
645,Taipei,Male,42,6,0,4,0,1,149807.01,0,1958
707,Taipei,Male,33,8,136678.52,4,1,1,54290.62,0,1959
655,Tainan,Female,36,1,135515.76,4,1,1,86013.96,0,1960
705,Tainan,Female,24,5,177799.83,3,0,1,79886.06,0,1961
358,Tainan,Female,52,8,143542.36,2,1,1,141959.11,1,1962
578,Taichung,Male,34,8,147487.23,3,1,1,66680.77,0,1963
800,Taipei,Female,40,5,97764.41,4,1,1,98640.15,1,1964
612,Taipei,Female,33,9,0,4,0,1,142797.5,1,1965
681,Taichung,Female,48,8,139480.18,4,1,0,163581.67,0,1966
559,Tainan,Male,25,5,0,3,1,0,163221.22,0,1967
488,Tainan,Female,39,9,140553.46,4,0,1,12440.44,0,1968
717,Taipei,Female,36,5,0,3,1,0,145551.6,0,1969
666,Taipei,Female,41,10,141162.08,4,1,1,50908.48,0,1970
582,Tainan,Male,26,4,65848.36,3,1,1,30149.21,0,1971
733,Tainan,Female,30,0,83319.28,4,0,1,57769.2,0,1972
693,Taipei,Male,41,4,0,3,0,1,156381.47,0,1973
694,Taipei,Female,33,4,129731.64,3,1,1,178123.86,0,1974
622,Taipei,Female,35,5,0,3,1,1,51112.8,0,1975
598,Tainan,Female,38,6,0,3,0,1,173783.38,0,1976
717,Tainan,Male,35,1,0,2,0,1,174770.14,1,1977
494,Taichung,Male,37,5,107106.33,3,1,1,172063.09,0,1978
644,Taipei,Male,33,8,0,3,1,0,155294.17,0,1979
554,Taipei,Female,30,9,0,3,1,0,40320.3,0,1980
476,Tainan,Female,69,1,105303.73,4,0,0,134260.34,0,1981
667,Taipei,Male,28,6,165798.1,4,1,1,147090.9,0,1982
748,Tainan,Female,40,4,0,3,1,1,132368.47,0,1983
531,Tainan,Female,45,1,126495.57,3,1,0,164741.5,0,1984
719,Tainan,Female,47,9,116393.59,4,1,1,63051.32,1,1985
845,Taichung,Female,41,2,81733.74,3,0,1,199761.29,0,1986
738,Taipei,Male,54,4,0,4,0,0,55725.04,1,1987
563,Tainan,Female,46,8,106171.68,4,1,1,163145.5,1,1988
695,Tainan,Male,28,0,96020.86,4,1,0,57992.49,0,1989
841,Tainan,Male,41,1,0,3,0,0,193093.77,0,1990
626,Taichung,Male,36,2,181671.16,3,1,0,57531.14,0,1991
613,Taipei,Female,29,6,185709.28,3,1,0,77242.19,0,1992
824,Taichung,Male,60,8,134250.17,2,0,1,153046.16,1,1993
705,Taipei,Female,49,7,0,4,1,1,63405.2,1,1994
584,Taipei,Female,44,5,95671.75,3,1,0,106564.88,0,1995
534,Taipei,Male,62,2,0,3,0,1,42763.12,1,1996
672,Taipei,Female,34,1,142151.75,3,1,0,168753.34,0,1997
603,Taipei,Male,43,5,127823.93,4,1,0,19483.35,0,1998
633,Taichung,Male,43,3,144164.29,4,1,0,158646.46,0,1999
842,Taipei,Male,58,1,63492.94,4,1,0,83172.19,0,2000
661,Taipei,Female,27,3,0,3,1,0,76889.79,0,2001
601,Taipei,Male,74,2,0,3,0,0,51554.58,0,2002
632,Taipei,Male,41,0,106134.46,4,0,0,105570.39,0,2003
684,Taichung,Male,29,8,127269.75,4,0,0,79495.01,0,2004
785,Taichung,Female,32,3,124493.03,3,0,0,52583.79,1,2005
687,Taipei,Male,39,7,0,3,1,1,26848.25,0,2006
705,Taichung,Female,43,10,146547.78,4,0,0,10072.55,1,2007
639,Taipei,Male,43,6,99610.92,3,1,1,187296.78,0,2008
729,Taichung,Male,46,5,117837.43,4,1,1,104016.61,1,2009
556,Tainan,Female,48,8,168522.37,4,1,0,151310.16,0,2010
570,Taipei,Male,32,9,117337.54,3,0,0,62810.91,0,2011
841,Taipei,Male,74,9,108131.53,4,0,0,60830.38,0,2012
705,Taichung,Male,35,4,136496.12,3,1,1,116672.02,0,2013
553,Taipei,Male,32,3,116324.53,4,1,1,77304.49,0,2014
779,Taichung,Female,40,2,75470.23,4,1,0,52894.01,0,2015
696,Taipei,Male,28,4,172646.82,4,1,0,116471.43,0,2016
728,Tainan,Female,37,4,0,4,0,1,4539.38,0,2017
691,Taichung,Male,27,3,160358.68,3,1,1,142367.72,0,2018
706,Taipei,Male,30,3,98415.37,4,1,0,110520.48,0,2019
627,Taichung,Female,30,6,57809.32,4,1,1,188258.49,0,2020
716,Taichung,Female,18,3,128743.8,4,0,1,197322.13,0,2021
501,Taichung,Male,24,4,130806.42,3,1,1,80241.14,0,2022
601,Taipei,Male,41,1,123971.16,4,0,0,172814.99,0,2023
545,Tainan,Female,39,6,0,4,0,1,38410.74,1,2024
634,Taipei,Male,45,9,0,3,0,1,17622.82,0,2025
451,Tainan,Female,23,9,0,3,0,0,48021.71,0,2026
655,Taipei,Female,59,7,0,4,1,1,88958.49,1,2027
458,Taipei,Female,39,9,0,3,1,1,116343.09,0,2028
520,Taipei,Male,33,4,156297.58,3,1,0,166102.61,0,2029
624,Tainan,Female,28,2,0,3,0,0,104353.26,0,2030
765,Taipei,Male,51,3,123372.3,4,1,0,115429.32,0,2031
667,Taichung,Female,37,5,92171.35,2,1,1,178106.34,1,2032
665,Tainan,Male,41,8,0,3,1,1,132152.32,0,2033
709,Taichung,Male,34,4,148375.19,3,1,0,21521.38,0,2034
583,Taipei,Female,44,8,0,3,1,0,27431.62,0,2035
782,Tainan,Male,34,6,147422.44,4,0,0,42143.61,0,2036
668,Tainan,Female,24,7,173962.32,4,0,1,106457.11,1,2037
621,Taipei,Male,47,0,0,4,1,0,133831.37,1,2038
579,Taichung,Female,64,6,145215.43,4,1,0,164083.72,0,2039
547,Taipei,Female,38,5,167539.97,4,0,0,159207.34,0,2040
840,Taipei,Female,39,1,94968.97,4,1,1,84487.62,0,2041
667,Taichung,Female,27,3,106116.5,3,1,1,3674.71,0,2042
723,Taipei,Male,34,5,0,3,0,0,12092.03,0,2043
487,Taipei,Male,45,2,0,3,1,1,77475.73,0,2044
668,Taipei,Female,31,9,0,3,0,1,41291.73,0,2045
520,Taichung,Male,34,8,120018.86,3,1,0,343.38,0,2046
549,Taipei,Male,37,2,112541.54,3,0,1,47432.43,0,2047
567,Taipei,Female,35,5,166118.45,3,1,1,127827.18,0,2048
720,Taipei,Female,45,1,102882.4,3,1,0,35633.15,1,2049
492,Taipei,Female,49,8,0,4,1,0,182865.09,1,2050
712,Taipei,Female,37,1,106881.5,3,0,1,169386.81,0,2051
689,Taichung,Male,26,4,120727.97,4,0,0,149073.88,0,2052
850,Taipei,Male,63,8,169832.57,4,0,1,184107.26,1,2053
747,Taipei,Male,41,5,0,3,1,0,22750.17,0,2054
469,Taichung,Male,38,9,113599.42,4,0,1,11950.29,0,2055
539,Tainan,Male,38,6,0,4,1,0,152880.07,1,2056
743,Taipei,Male,32,9,0,3,1,1,175252.78,0,2057
707,Taipei,Male,47,3,0,3,1,1,174303.29,0,2058
581,Tainan,Female,50,4,0,3,1,0,80701.72,0,2059
737,Tainan,Male,38,6,146282.79,3,1,1,198516.2,0,2060
445,Taichung,Female,38,6,119413.62,3,1,1,175756.36,0,2061
703,Taichung,Female,29,3,122084.63,4,0,0,82824.08,0,2062
588,Taichung,Female,35,1,103060.63,4,1,1,179866.01,1,2063
765,Taipei,Male,44,6,0,3,1,0,159899.97,0,2064
626,Taipei,Male,33,8,0,3,1,1,138504.28,0,2065
545,Taichung,Male,37,9,110483.86,4,1,0,127394.67,0,2066
744,Taipei,Male,31,9,120718.28,4,1,0,58961.49,0,2067
658,Tainan,Female,31,2,36566.96,4,1,1,103644.98,1,2068
629,Taichung,Male,28,8,108601,4,1,0,119647.7,0,2069
719,Taipei,Female,42,4,0,4,1,1,28465.86,1,2070
686,Tainan,Female,36,5,0,3,1,0,152979.14,0,2071
743,Taipei,Male,36,4,0,3,1,0,190911.02,0,2072
626,Tainan,Female,48,2,0,3,1,0,95794.98,0,2073
661,Taichung,Male,44,1,141136.62,4,1,1,189742.78,1,2074
710,Taichung,Male,45,9,108231.37,4,1,0,188574.08,0,2075
654,Taipei,Male,40,6,0,4,0,1,183872.88,1,2076
569,Tainan,Female,34,6,144855.34,4,0,1,196555.32,0,2077
640,Taipei,Male,63,2,68432.45,3,1,0,112503.24,1,2078
562,Taipei,Male,45,6,136855.24,4,1,1,46864,0,2079
721,Taipei,Female,55,3,44020.89,4,1,1,65864.4,1,2080
456,Taichung,Male,32,9,133060.63,4,1,0,125167.92,0,2081
811,Tainan,Male,39,7,0,3,1,0,177519.39,0,2082
534,Taipei,Male,24,1,0,4,1,0,169653.32,0,2083
423,Taipei,Female,36,5,97665.61,4,1,1,118372.55,1,2084
594,Taichung,Male,28,5,185013.02,4,1,1,16481.12,0,2085
725,Tainan,Female,32,0,0,3,1,0,138525.19,0,2086
716,Taipei,Female,52,7,65971.61,3,1,1,14608,1,2087
595,Taichung,Female,41,9,150463.11,3,0,0,81548.38,0,2088
679,Taipei,Female,33,1,0,3,0,1,69608.48,0,2089
667,Tainan,Male,39,9,0,3,1,1,68873.8,0,2090
661,Taipei,Female,37,5,136425.18,4,1,1,81102.81,0,2091
655,Tainan,Male,38,3,250898.09,2,0,0,81054,1,2092
555,Taipei,Male,55,4,146798.81,4,1,0,74149.77,0,2093
531,Tainan,Male,70,1,0,3,0,1,99503.19,0,2094
611,Taichung,Female,40,7,128486.91,3,1,1,10109.47,0,2095
600,Taipei,Female,38,9,0,3,1,0,58855.85,0,2096
531,Tainan,Male,37,1,143407.29,3,0,0,84402.46,0,2097
601,Taipei,Female,43,2,0,4,1,1,49713.87,1,2098
548,Taipei,Male,57,6,76165.65,4,1,0,133537.53,0,2099
759,Taipei,Male,40,4,0,3,1,1,124615.59,0,2100
678,Tainan,Female,49,8,0,3,0,0,98090.69,0,2101
755,Taichung,Female,33,6,90560.3,3,1,0,42607.69,0,2102
594,Taipei,Male,61,3,62391.22,4,1,0,192434.11,0,2103
768,Taipei,Male,42,5,0,2,0,1,60686.4,0,2104
492,Taipei,Female,31,7,0,3,1,0,49463.44,0,2105
637,Taichung,Female,55,1,123378.2,4,1,1,81431.99,1,2106
646,Tainan,Female,42,3,99836.47,4,0,0,22909.56,0,2107
593,Taichung,Male,74,5,161434.36,3,1,0,65532.17,0,2108
596,Tainan,Male,41,5,0,3,0,0,141053.85,0,2109
722,Taichung,Female,48,10,138311.76,4,1,0,3472.63,1,2110
642,Taipei,Male,25,7,0,3,1,1,102083.78,0,2111
472,Tainan,Female,28,4,0,3,1,1,1801.77,0,2112
738,Taichung,Male,35,6,101744.84,4,0,1,85185.44,0,2113
732,Tainan,Male,33,8,0,4,1,1,119882.7,0,2114
404,Taichung,Female,54,4,125456.07,4,1,1,83715.66,1,2115
701,Taipei,Male,44,7,0,3,1,1,23425.78,0,2116
683,Taipei,Male,31,2,0,3,0,0,77326.78,0,2117
460,Taipei,Female,27,7,0,3,1,1,156150.08,1,2118
690,Taipei,Male,29,5,0,3,1,1,108577.97,0,2119
618,Taichung,Female,54,4,118449.21,4,1,0,133573.29,1,2120
671,Taipei,Male,30,2,0,4,0,0,102057.86,0,2121
765,Tainan,Female,32,9,178095.55,4,0,1,47247.56,0,2122
651,Taichung,Female,25,2,109175.14,3,1,1,114566.47,0,2123
704,Taipei,Male,32,7,127785.17,1,0,1,184464.7,1,2124
544,Taipei,Female,45,6,0,3,0,0,151401.33,0,2125
790,Taipei,Female,40,9,0,3,1,0,70607.1,0,2126
710,Taichung,Male,34,9,134260.36,3,1,1,147074.67,0,2127
743,Taipei,Male,37,8,69143.91,3,0,0,105780.18,0,2128
702,Taipei,Male,34,4,100054.77,4,1,1,109496.45,0,2129
704,Taipei,Female,45,6,0,4,1,0,137739.45,0,2130
614,Taipei,Male,38,2,116248.88,4,1,1,105140.92,0,2131
609,Tainan,Female,43,6,86053.52,3,1,0,113276.46,1,2132
688,Taipei,Female,32,6,123157.95,4,1,1,172531.23,0,2133
713,Taipei,Male,44,1,63438.91,4,1,1,64375.4,0,2134
736,Taichung,Male,57,9,95295.39,4,1,1,28434.44,1,2135
727,Taipei,Male,18,4,133550.67,4,1,0,46941.41,0,2136
850,Taipei,Female,38,1,106871.81,3,1,1,29333.01,0,2137
718,Tainan,Male,45,3,105266.32,3,1,0,193724.51,0,2138
643,Taipei,Female,51,2,105229.53,4,1,1,34967.75,1,2139
653,Taipei,Male,41,8,102768.42,4,1,1,55663.85,0,2140
674,Taipei,Male,18,7,0,3,1,0,55753.12,1,2141
690,Taipei,Male,35,6,112689.95,4,1,1,176962.31,0,2142
819,Taipei,Male,38,9,122334.26,3,1,0,181507.44,0,2143
634,Tainan,Male,34,1,0,3,1,1,61995.57,0,2144
633,Tainan,Male,33,4,137847.41,3,1,1,98349.13,0,2145
850,Taipei,Male,49,5,122486.47,4,0,0,59748.19,0,2146
665,Taipei,Male,33,2,101286.11,4,1,0,159840.51,0,2147
630,Tainan,Male,26,7,0,3,1,0,6656.64,0,2148
836,Tainan,Male,57,4,101247.06,4,1,1,37141.62,1,2149
668,Taipei,Male,38,10,86977.96,4,0,0,37094.75,0,2150
753,Taipei,Male,57,7,0,4,1,1,159475.08,1,2151
745,Taipei,Female,55,9,110123.59,4,0,0,51548.14,1,2152
693,Taipei,Male,36,8,178111.82,4,0,1,58719.63,1,2153
606,Taichung,Male,65,10,126306.64,2,0,1,7861.68,1,2154
660,Taipei,Female,35,6,100768.77,4,1,1,19199.61,0,2155
608,Taipei,Male,42,5,0,3,1,1,178504.29,0,2156
744,Taipei,Female,44,3,0,3,1,0,189016.14,0,2157
731,Taipei,Female,40,7,118991.79,4,1,0,156048.64,0,2158
683,Taipei,Male,72,3,140997.26,4,0,0,52876.41,0,2159
727,Taipei,Male,28,5,0,3,0,0,19653.08,0,2160
561,Taichung,Male,32,6,166824.59,4,1,1,139451.98,0,2161
700,Taipei,Female,34,2,76322.69,4,1,1,128136.29,0,2162
605,Taipei,Male,35,6,0,3,1,0,45206.57,0,2163
767,Tainan,Male,77,8,149083.7,4,1,0,190146.83,0,2164
511,Taipei,Male,33,7,0,3,0,0,158313.87,0,2165
667,Taipei,Male,40,9,0,4,1,0,96670.2,0,2166
787,Taipei,Male,33,1,126588.81,3,0,0,62163.53,0,2167
705,Taichung,Female,56,2,143249.67,4,1,1,88428.41,1,2168
773,Taichung,Male,43,8,81844.91,3,1,0,35908.46,0,2169
554,Taipei,Male,40,4,0,4,0,0,168780.04,0,2170
526,Taichung,Male,58,9,190298.89,3,1,0,191263.76,0,2171
661,Taichung,Male,35,2,117212.18,4,1,0,83052.03,0,2172
698,Taipei,Female,46,0,0,3,1,0,125962.02,0,2173
646,Taipei,Male,26,4,139848.17,4,1,1,164696.27,0,2174
757,Taichung,Female,34,9,101861.36,3,0,1,187011.96,0,2175
699,Tainan,Male,35,2,167455.66,3,1,0,55324.49,0,2176
667,Taipei,Female,24,4,0,3,0,0,34335.55,0,2177
774,Tainan,Female,43,1,116360.07,4,1,1,17004.14,0,2178
745,Tainan,Male,40,3,88466.82,4,0,1,116331.42,0,2179
649,Taipei,Female,42,7,0,3,0,0,22974.01,0,2180
634,Taichung,Female,46,5,123642.36,4,1,0,49725.16,1,2181
665,Tainan,Male,38,9,0,4,0,0,87412.74,0,2182
713,Taipei,Male,38,9,72286.84,3,1,0,26136.89,0,2183
652,Taipei,Female,40,1,0,3,1,1,126554.96,0,2184
739,Tainan,Male,40,1,109681.61,4,1,0,193321.3,0,2185
556,Taichung,Male,37,9,145018.64,3,1,1,90928.02,1,2186
699,Tainan,Male,34,8,0,4,1,0,76510.46,0,2187
708,Tainan,Female,32,8,187487.63,4,1,0,120115.5,0,2188
480,Taipei,Male,35,2,165692.91,4,1,0,197984.58,0,2189
700,Taichung,Female,59,5,137648.41,4,1,1,142977.05,1,2190
525,Tainan,Female,47,6,118560,4,1,1,82522.61,1,2191
845,Taipei,Male,33,8,164385.53,4,1,1,150664.97,0,2192
613,Taipei,Male,37,9,108286.5,4,1,0,114153.44,0,2193
850,Taipei,Female,34,2,0,3,1,0,171706.66,0,2194
798,Tainan,Female,58,9,0,3,0,1,119071.56,1,2195
773,Taichung,Male,47,2,118079.47,1,1,0,143007.49,1,2196
614,Tainan,Male,35,2,127283.78,4,1,0,31302.35,0,2197
473,Tainan,Male,48,8,0,3,1,1,71139.8,0,2198
762,Taipei,Male,29,6,141389.06,4,1,1,54122.89,0,2199
701,Taipei,Male,37,8,130091.5,4,1,0,120031.29,0,2200
600,Taipei,Male,35,4,143744.77,3,1,1,104076.51,0,2201
850,Tainan,Male,28,9,97408.03,4,1,0,175853.64,0,2202
613,Tainan,Male,30,9,111927.45,4,1,0,175795.87,0,2203
509,Taipei,Male,31,3,0,3,1,1,15360.91,0,2204
509,Tainan,Male,38,2,0,4,0,1,168460.12,0,2205
609,Taipei,Male,34,1,0,4,1,0,181177.9,0,2206
456,Taipei,Female,33,1,188285.68,4,0,1,58363.94,0,2207
728,Taipei,Female,46,2,109705.52,4,1,1,20276.87,1,2208
663,Tainan,Male,33,9,0,3,0,1,91514.62,0,2209
673,Taichung,Female,34,1,127122.79,2,0,0,76703.1,0,2210
717,Taipei,Male,40,0,98241.04,4,1,1,110887.14,0,2211
741,Taichung,Female,37,8,170840.08,3,0,1,109843.16,0,2212
498,Taichung,Female,41,4,87541.06,3,1,0,12577.21,1,2213
850,Taipei,Female,26,4,62610.96,3,0,0,179365.1,0,2214
493,Taipei,Male,36,9,0,3,1,0,65816.53,0,2215
