UID,年齡,行業別,教育程度,是否以信用支付,有無逛過我們的網頁,聯絡有回應,日,月份,全部活動跟該客戶連絡次數,距離上次有多久時日沒被聯絡,前一次行銷活動的銷售結果,過往滿意程度,買A商品
U44347,46,管理,研究所,否,是,否,6,feb,1,-1,未知,3,0
U15272,32,服務業,大學,否,是,否,6,feb,3,9,其他,3,0
U25651,41,失業,高中,否,是,否,6,feb,6,-1,未知,3,0
U14138,35,服務業,大學,否,否,否,6,feb,1,-1,未知,3,0
U21845,29,藍領,大學,否,否,是,6,feb,2,214,失敗,3,0
U21511,43,服務業,大學,否,是,否,6,feb,6,-1,未知,3,0
U15234,30,科技,大學,否,否,否,6,feb,2,-1,未知,3,0
U42082,56,失業,高中,否,否,否,5,feb,3,-1,未知,3,0
U42967,32,管理,研究所,否,否,否,5,feb,4,-1,未知,3,1
U27643,46,工程,大學,否,否,否,5,feb,7,-1,未知,3,0
U31422,29,工程,研究所,否,否,否,5,feb,3,-1,未知,3,0
U18948,35,藍領,大學,否,是,否,5,feb,3,254,其他,3,0
U21870,43,老闆,大學,否,是,否,5,feb,3,276,失敗,3,0
U18908,48,老闆,大學,否,是,否,5,feb,3,-1,未知,3,0
U26338,40,藍領,高中,否,是,否,5,feb,4,-1,未知,3,0
U36898,26,管理,研究所,否,否,否,5,feb,3,-1,未知,3,0
U6946,57,失業,大學,否,否,否,5,feb,3,-1,未知,3,0
U37446,44,失業,研究所,否,否,否,5,feb,3,-1,未知,3,1
U20618,36,科技,大學,否,是,是,5,feb,2,-1,未知,3,0
U8254,58,管理,研究所,否,否,否,5,feb,5,-1,未知,3,1
U8950,37,失業,高中,否,否,否,5,feb,3,-1,未知,3,0
U9827,39,科技,大學,否,是,是,5,feb,4,-1,未知,3,0
U1969,39,藍領,大學,否,否,是,5,feb,3,-1,未知,3,0
U30138,34,管理,研究所,否,否,否,5,feb,8,-1,未知,3,1
U27748,31,藍領,高中,否,否,否,5,feb,3,-1,未知,3,0
U29062,43,藍領,大學,否,是,否,5,feb,3,-1,未知,3,0
U35303,34,工程,研究所,否,是,否,5,feb,10,-1,未知,3,1
U27234,57,管理,研究所,否,否,否,5,feb,2,-1,未知,3,0
U43131,59,SOHO,高中,否,是,否,5,feb,2,-1,未知,3,0
U8191,40,失業,研究所,否,是,否,5,feb,5,230,失敗,3,0
U15262,34,老闆,大學,否,否,否,5,feb,2,-1,未知,3,0
U39767,33,老闆,大學,否,否,否,5,feb,2,-1,未知,3,0
U29781,42,科技,高中以下,否,是,否,5,feb,2,-1,未知,3,0
U30783,34,科技,大學,否,否,否,5,feb,2,-1,未知,3,0
U18187,28,管理,研究所,否,否,是,5,feb,6,-1,未知,3,0
U19689,36,失業,大學,否,是,否,6,feb,6,-1,未知,3,0
U40691,42,科技,研究所,否,是,否,6,feb,7,-1,未知,3,0
U43454,34,服務業,大學,否,是,否,6,feb,8,-1,未知,3,0
U34001,33,老闆,大學,否,是,否,6,feb,2,-1,未知,3,0
U44275,30,管理,研究所,否,否,否,6,feb,4,213,失敗,3,0
U30857,39,管理,研究所,否,是,否,6,feb,8,9,其他,3,0
U28913,39,藍領,大學,是,是,是,6,feb,8,-1,未知,3,0
U34505,33,藍領,大學,否,是,否,6,feb,2,273,失敗,3,0
U22676,54,SOHO,研究所,否,否,否,6,feb,5,-1,未知,3,0
U30294,39,科技,大學,否,否,否,6,feb,2,-1,未知,3,0
U788,35,管理,研究所,否,是,否,5,feb,4,-1,未知,3,0
U27812,31,科技,研究所,否,是,否,5,feb,2,8,其他,3,0
U1744,26,服務業,大學,否,否,否,5,feb,2,-1,未知,3,0
U2350,53,家管,高中,否,否,否,5,feb,2,-1,未知,3,0
U20044,36,藍領,高中以下,否,否,是,5,feb,3,-1,未知,3,0
U41118,34,管理,研究所,否,否,否,5,feb,3,-1,未知,3,0
U36931,26,科技,大學,否,否,否,5,feb,2,-1,未知,3,0
U43865,38,老闆,大學,否,是,否,5,feb,3,251,成功,3,1
U14668,43,失業,大學,否,是,是,5,feb,5,190,其他,3,0
U45119,32,藍領,高中,否,是,否,5,feb,4,253,失敗,3,0
U33539,37,藍領,大學,否,是,否,5,feb,2,272,失敗,3,0
U36910,47,SOHO,大學,是,否,否,5,feb,2,-1,未知,3,0
U18410,33,藍領,大學,否,是,否,5,feb,3,212,失敗,3,0
U8271,43,老闆,大學,否,否,是,5,feb,2,199,失敗,3,0
U5078,29,家管,高中,否,否,否,5,feb,5,-1,未知,3,0
U30510,44,藍領,大學,否,是,否,6,feb,1,-1,未知,3,0
U19609,27,老闆,大學,否,否,否,6,feb,6,-1,未知,3,0
U8460,41,藍領,大學,否,是,否,6,feb,8,268,其他,3,0
U401,33,管理,研究所,否,否,否,6,feb,1,-1,未知,3,0
U33037,33,老闆,大學,否,否,是,6,feb,5,-1,未知,3,0
U4533,56,管理,研究所,否,否,否,6,feb,1,-1,未知,3,1
U27799,49,管理,大學,否,否,否,6,feb,4,-1,未知,3,0
U44600,46,科技,研究所,否,是,是,6,feb,4,-1,未知,3,0
U27939,50,未知,大學,否,否,否,6,feb,8,-1,未知,3,0
U808,50,工程,研究所,否,否,是,6,feb,3,-1,未知,3,0
U18825,32,藍領,大學,否,否,否,6,feb,2,-1,未知,3,0
U43619,40,家管,高中,否,否,否,6,feb,4,-1,未知,3,0
U39702,28,家管,研究所,否,是,否,6,feb,2,-1,未知,3,0
U3502,57,老闆,大學,是,是,是,6,feb,5,273,失敗,3,0
U42335,47,管理,研究所,否,是,否,6,feb,4,9,其他,3,0
U44769,48,管理,研究所,否,否,是,6,feb,3,-1,未知,3,0
U15851,40,藍領,高中以下,否,是,是,6,feb,3,254,失敗,3,0
U21397,34,家管,大學,否,是,否,6,feb,2,-1,未知,3,0
U10861,46,科技,高中,否,是,否,6,feb,2,268,失敗,3,0
U23088,36,服務業,大學,否,是,否,6,feb,10,207,失敗,3,0
U11883,38,失業,研究所,否,否,否,6,feb,2,-1,未知,3,0
U7444,27,服務業,大學,否,否,否,6,feb,3,-1,未知,3,0
U27906,30,學生,研究所,否,否,否,6,feb,1,-1,未知,3,0
U41019,41,藍領,高中,否,是,否,6,feb,4,200,成功,3,0
U36511,29,藍領,大學,否,是,否,6,feb,3,-1,未知,3,0
U30290,45,家管,高中,否,是,否,6,feb,2,-1,未知,3,0
U2445,30,學生,研究所,否,否,否,6,feb,5,-1,未知,3,0
U274,67,退休,高中,否,否,否,6,feb,1,-1,未知,3,0
U14797,27,藍領,高中,否,否,否,6,feb,1,-1,未知,3,0
U36636,55,工程,大學,否,否,否,6,feb,2,-1,未知,3,0
U7272,34,科技,大學,否,是,否,6,feb,2,197,失敗,3,0
U39674,45,藍領,大學,否,是,否,6,feb,4,253,失敗,3,0
U12637,53,老闆,大學,否,是,否,6,feb,3,-1,未知,3,1
U1853,35,管理,大學,否,是,否,6,feb,8,273,失敗,3,0
U33457,33,科技,大學,否,是,是,6,feb,2,-1,未知,3,0
U43589,49,退休,大學,否,是,否,6,feb,2,206,失敗,3,0
U34183,52,服務業,大學,否,是,否,6,feb,3,-1,未知,3,0
U20936,34,老闆,研究所,否,否,否,6,feb,5,-1,未知,3,0
U40759,27,管理,大學,否,是,否,6,feb,2,-1,未知,3,0
U11756,32,管理,研究所,否,否,否,6,feb,9,-1,未知,3,0
U24666,38,管理,研究所,否,是,否,6,feb,2,252,失敗,3,0
U9801,33,管理,研究所,否,否,否,6,feb,2,-1,未知,3,0
U41356,47,SOHO,研究所,否,否,否,6,feb,3,212,失敗,3,0
U16456,54,管理,研究所,否,否,否,6,feb,2,-1,未知,3,0
U35547,35,老闆,大學,否,否,是,6,feb,7,217,失敗,3,0
U11002,36,服務業,大學,否,是,否,6,feb,5,-1,未知,3,0
U8863,45,老闆,大學,否,否,否,6,feb,5,-1,未知,3,0
U16601,26,服務業,研究所,否,是,否,6,feb,2,-1,未知,3,1
U23128,54,退休,大學,否,是,否,6,feb,2,234,失敗,3,0
U29259,57,失業,大學,否,否,否,6,feb,2,-1,未知,3,0
U15424,28,老闆,大學,否,是,是,6,feb,2,-1,未知,3,0
U44647,34,藍領,研究所,否,否,否,6,feb,2,-1,未知,3,0
U35589,47,SOHO,研究所,否,是,否,6,feb,3,270,失敗,3,0
U94,27,服務業,大學,否,否,否,6,feb,2,-1,未知,3,0
U33480,26,失業,研究所,否,否,否,6,feb,3,-1,未知,3,0
U32658,35,管理,研究所,否,是,否,6,feb,2,261,其他,3,0
U42522,27,服務業,研究所,否,否,是,6,feb,12,-1,未知,3,0
U32025,43,老闆,大學,否,是,否,6,feb,5,276,其他,3,0
U12855,31,SOHO,研究所,否,否,否,6,feb,2,-1,未知,3,0
U29711,33,藍領,大學,否,否,否,6,feb,2,-1,未知,3,1
U5517,40,管理,大學,否,是,否,6,feb,1,252,失敗,3,0
U36376,47,藍領,大學,否,是,是,6,feb,2,-1,未知,3,0
U20122,30,工程,研究所,否,是,否,6,feb,4,-1,未知,3,0
U12934,27,科技,大學,否,否,否,6,feb,1,-1,未知,3,0
U38224,60,藍領,高中,否,是,否,6,feb,2,-1,未知,3,0
U39641,33,學生,研究所,否,是,否,6,feb,1,-1,未知,3,0
U17110,42,工程,高中,是,是,是,6,feb,1,-1,未知,3,0
U41943,26,服務業,大學,否,是,是,6,feb,1,-1,未知,3,0
U28668,33,管理,研究所,否,否,否,6,feb,2,-1,未知,3,1
U21646,29,失業,大學,否,否,否,6,feb,1,-1,未知,3,0
U24695,31,藍領,大學,否,否,是,6,feb,5,-1,未知,3,0
U40847,36,失業,高中,否,否,否,6,feb,2,-1,未知,3,0
U11886,46,藍領,大學,否,是,否,6,feb,1,-1,未知,3,0
U23383,47,退休,大學,否,是,否,6,feb,3,-1,未知,3,0
U8469,38,藍領,大學,否,是,是,6,feb,1,212,失敗,3,0
U22327,33,管理,研究所,否,是,否,6,feb,1,-1,未知,3,0
U8077,33,管理,研究所,否,是,是,6,feb,1,-1,未知,3,0
U24456,31,老闆,研究所,否,否,是,6,feb,1,214,失敗,3,0
U34623,37,科技,研究所,否,否,否,6,feb,1,-1,未知,3,1
U42001,48,藍領,大學,否,否,否,6,feb,2,-1,未知,3,0
U8573,59,退休,高中,否,否,是,6,feb,1,-1,未知,3,0
U43686,70,管理,研究所,否,否,否,6,feb,1,-1,未知,3,0
U1264,32,藍領,大學,否,否,否,6,feb,1,-1,未知,3,0
U9393,36,家管,高中,否,否,是,6,feb,2,-1,未知,3,0
U32822,28,藍領,大學,否,是,是,6,feb,1,-1,未知,3,0
U33794,45,SOHO,研究所,否,是,否,6,feb,2,-1,未知,3,0
U1267,53,藍領,高中以下,否,否,否,6,feb,1,-1,未知,3,0
U5341,35,藍領,高中以下,否,是,否,6,feb,1,245,失敗,3,0
U3301,60,科技,大學,否,否,否,6,feb,2,207,失敗,3,0
U28580,56,藍領,大學,否,是,否,6,feb,3,-1,未知,3,0
U37597,32,藍領,高中,否,是,否,6,feb,6,273,其他,3,0
U27598,42,科技,大學,否,是,否,6,feb,2,-1,未知,3,0
U43032,28,藍領,大學,否,否,是,6,feb,3,213,成功,3,0
U2740,26,失業,大學,否,否,否,6,feb,1,-1,未知,3,0
U44096,56,退休,大學,否,否,否,6,feb,4,-1,未知,3,0
U24916,27,服務業,大學,否,否,否,6,feb,1,-1,未知,3,0
U37423,58,失業,大學,否,是,否,6,feb,1,-1,未知,3,0
U20499,27,學生,研究所,否,否,否,6,feb,2,-1,未知,3,0
U13120,37,失業,大學,否,是,否,6,feb,1,275,失敗,3,0
U5142,39,科技,高中以下,否,否,否,6,feb,2,-1,未知,3,0
U4537,60,老闆,大學,否,是,是,6,feb,1,262,失敗,3,1
U14212,58,服務業,高中,否,否,否,6,feb,2,204,失敗,3,0
U1712,40,老闆,大學,否,否,否,6,feb,1,-1,未知,3,0
U35267,26,服務業,大學,否,否,否,6,feb,1,-1,未知,3,0
U3374,52,失業,研究所,否,否,否,6,feb,1,-1,未知,3,0
U20088,37,科技,大學,否,是,是,6,feb,3,254,失敗,3,0
U16482,50,科技,研究所,否,是,是,6,feb,1,-1,未知,3,0
U12053,55,管理,大學,否,是,是,6,feb,1,-1,未知,3,0
U16027,31,管理,研究所,否,否,否,6,feb,8,212,其他,3,0
U28547,31,管理,研究所,否,否,否,6,feb,1,-1,未知,3,0
U44289,50,管理,研究所,否,否,否,6,feb,1,-1,未知,3,1
U10322,37,老闆,大學,否,否,是,6,feb,1,-1,未知,3,0
U15518,52,管理,高中,否,否,否,6,feb,1,9,其他,3,0
U36135,41,管理,研究所,否,否,否,6,feb,1,182,失敗,3,0
U22733,40,工程,大學,否,是,否,4,feb,3,-1,未知,3,0
U38704,30,管理,研究所,否,否,否,4,feb,2,-1,未知,3,0
U9942,29,老闆,大學,否,是,是,4,feb,2,229,其他,3,0
U2707,31,管理,研究所,否,是,否,3,feb,4,-1,未知,3,0
U9267,55,失業,高中,否,否,否,3,feb,4,6,其他,3,0
U44556,51,退休,大學,否,否,否,3,feb,6,-1,未知,3,0
U44947,40,管理,研究所,否,是,否,3,feb,4,270,其他,3,0
U4869,45,管理,研究所,否,否,否,3,feb,2,-1,未知,3,0
U93,33,管理,研究所,否,否,是,3,feb,4,209,失敗,3,0
U31232,57,科技,高中以下,否,否,否,3,feb,2,-1,未知,3,0
U5551,30,科技,大學,否,是,否,3,feb,2,252,其他,3,0
U9050,47,失業,大學,否,是,否,3,feb,3,-1,未知,3,0
U26556,50,科技,大學,否,是,否,3,feb,4,267,失敗,3,0
U42156,59,科技,大學,否,否,否,3,feb,2,215,其他,3,0
U37356,46,科技,大學,否,是,否,3,feb,4,-1,未知,3,0
U33159,27,老闆,大學,否,是,否,3,feb,3,-1,未知,3,0
U376,41,管理,研究所,否,是,否,3,feb,4,252,失敗,3,0
U38594,49,藍領,大學,否,是,否,3,feb,3,-1,未知,3,0
U18333,56,藍領,高中,否,否,是,3,feb,4,204,失敗,3,0
U34854,28,藍領,大學,否,否,否,3,feb,5,-1,未知,3,0
U21826,43,服務業,大學,否,是,是,3,feb,3,-1,未知,3,0
U13312,44,藍領,高中以下,否,否,否,3,feb,4,187,其他,3,0
U22921,57,科技,大學,否,否,否,3,feb,4,-1,未知,3,0
U9455,60,退休,研究所,否,是,否,3,feb,5,211,其他,3,0
U12599,56,失業,高中,否,否,否,3,feb,2,-1,未知,3,0
U19486,53,藍領,大學,否,是,否,3,feb,3,-1,未知,3,0
U24863,42,科技,研究所,否,是,是,3,feb,3,252,失敗,3,0
U5655,30,家管,研究所,否,是,是,3,feb,3,-1,未知,3,0
U21761,32,服務業,大學,否,是,否,3,feb,4,187,其他,3,0
U28969,28,科技,大學,否,否,否,3,feb,2,-1,未知,3,0
U10365,33,藍領,大學,否,是,否,3,feb,3,-1,未知,3,0
U5117,59,退休,研究所,否,否,是,4,feb,1,210,失敗,3,0
U25508,57,管理,大學,否,否,是,4,feb,1,-1,未知,3,0
U35632,52,工程,大學,否,否,是,4,feb,1,-1,未知,3,0
U28986,48,老闆,大學,否,否,是,4,feb,1,-1,未知,3,0
U7143,56,管理,大學,否,否,否,4,feb,1,-1,未知,3,0
U28664,33,科技,研究所,否,是,否,4,feb,1,-1,未知,3,0
U21037,31,管理,研究所,否,是,是,4,feb,1,257,失敗,3,0
U32265,58,老闆,大學,否,否,否,4,feb,3,-1,未知,3,0
U2015,59,管理,研究所,否,否,否,3,feb,1,-1,未知,3,0
U531,58,工程,研究所,是,否,是,3,feb,1,-1,未知,3,0
U33443,32,科技,研究所,否,是,否,3,feb,7,204,失敗,3,0
U36978,53,藍領,高中,否,是,是,3,feb,6,251,失敗,3,0
U27946,26,科技,研究所,否,否,否,3,feb,3,-1,未知,3,0
U15990,36,藍領,大學,否,是,否,3,feb,3,-1,未知,3,0
U23956,57,管理,研究所,否,否,否,3,feb,2,-1,未知,3,0
U16981,45,科技,大學,否,否,是,3,feb,2,169,失敗,3,0
U39292,30,管理,研究所,否,否,否,3,feb,4,-1,未知,3,0
U29990,55,管理,研究所,否,否,否,3,feb,4,6,其他,3,0
U2709,54,老闆,大學,否,是,否,3,feb,6,264,失敗,3,0
U2050,55,藍領,高中,否,是,否,3,feb,3,270,失敗,3,0
U16839,46,藍領,大學,否,否,否,3,feb,5,217,其他,3,0
U32142,26,管理,研究所,否,否,否,3,feb,2,-1,未知,3,0
U22097,26,藍領,大學,否,否,否,3,feb,3,-1,未知,3,0
U15812,41,科技,研究所,否,是,否,3,feb,4,251,失敗,3,0
U8805,41,管理,研究所,否,否,否,3,feb,2,-1,未知,3,0
U5758,58,管理,研究所,否,是,否,3,feb,6,6,其他,3,0
U35674,48,管理,研究所,否,是,否,3,feb,3,264,其他,3,0
U31816,33,失業,研究所,否,是,否,3,feb,3,-1,未知,4,0
U34727,26,藍領,大學,否,否,否,3,feb,2,-1,未知,3,0
U35770,54,失業,高中,否,是,否,3,feb,3,-1,未知,3,0
U44091,42,藍領,高中,否,是,否,3,feb,4,271,失敗,3,0
U622,39,管理,研究所,否,否,是,3,feb,4,-1,未知,3,0
U24830,27,失業,研究所,否,否,否,3,feb,3,-1,未知,3,0
U39389,44,工程,研究所,否,否,否,3,feb,2,-1,未知,3,0
U2849,52,退休,大學,否,是,否,3,feb,3,200,其他,3,0
U32541,62,SOHO,研究所,否,否,否,3,feb,3,-1,未知,3,0
U35648,43,科技,大學,否,是,否,3,feb,3,211,失敗,3,0
U3462,29,工程,研究所,否,否,否,3,feb,2,-1,未知,3,0
U5555,33,老闆,大學,否,否,否,3,feb,3,6,其他,3,0
U6010,28,老闆,大學,否,是,否,3,feb,2,-1,未知,3,0
U3608,50,管理,大學,否,否,否,3,feb,3,-1,未知,3,0
U13558,34,管理,研究所,否,否,是,3,feb,2,-1,未知,3,0
U40185,31,藍領,高中以下,否,是,否,3,feb,3,201,失敗,3,0
U2734,32,科技,研究所,否,是,否,3,feb,2,271,成功,3,0
U12012,32,科技,大學,否,否,否,3,feb,2,-1,未知,3,0
U37632,26,SOHO,研究所,否,是,否,3,feb,3,-1,未知,3,0
U24742,27,失業,大學,否,否,是,3,feb,2,-1,未知,3,0
U3129,54,退休,大學,否,是,否,3,feb,3,-1,未知,3,0
U19570,26,藍領,大學,否,否,否,3,feb,2,6,其他,3,0
U37599,41,工程,研究所,否,是,否,3,feb,3,-1,未知,3,0
U39893,27,藍領,高中,否,否,否,3,feb,6,-1,未知,3,0
U2559,36,管理,研究所,否,否,否,3,feb,6,196,失敗,3,0
U4540,32,管理,研究所,否,否,否,3,feb,2,-1,未知,3,1
U12945,45,失業,大學,否,否,否,9,feb,6,-1,未知,4,0
U28487,47,藍領,大學,否,是,是,3,feb,2,253,其他,3,0
U39455,59,未知,高中,否,否,否,3,feb,2,-1,未知,3,0
U24071,42,老闆,大學,否,是,否,3,feb,5,244,失敗,3,0
U19062,36,科技,大學,否,否,否,3,feb,2,-1,未知,3,0
U11239,29,科技,大學,否,是,否,3,feb,3,270,失敗,3,0
U22525,54,管理,研究所,否,否,是,3,feb,3,202,其他,3,0
U26373,56,管理,研究所,否,是,是,3,feb,2,188,失敗,3,0
U2835,40,失業,高中,否,否,否,3,feb,4,-1,未知,3,0
U17730,49,老闆,大學,否,否,否,3,feb,5,-1,未知,3,0
U28230,58,SOHO,大學,否,是,否,3,feb,3,264,失敗,3,0
U28697,48,科技,研究所,否,否,否,3,feb,5,6,其他,3,0
U17637,59,老闆,大學,否,否,否,3,feb,2,-1,未知,3,0
U30043,33,老闆,大學,否,否,否,3,feb,5,6,其他,3,0
U19434,34,科技,研究所,否,否,否,3,feb,3,161,其他,3,0
U40584,59,管理,研究所,否,否,否,3,feb,4,-1,未知,3,0
U18278,58,科技,大學,否,是,否,3,feb,3,265,失敗,3,0
U8653,32,管理,研究所,否,是,否,3,feb,4,209,失敗,3,0
U23273,34,科技,研究所,否,否,否,3,feb,3,-1,未知,3,0
U3874,40,管理,研究所,否,否,否,3,feb,2,-1,未知,3,1
U38593,37,服務業,大學,否,是,否,3,feb,3,-1,未知,3,0
U6220,36,服務業,大學,否,是,是,3,feb,5,-1,未知,3,0
U36828,28,科技,大學,否,否,否,3,feb,2,-1,未知,3,0
U4747,30,工程,大學,否,否,否,3,feb,4,-1,未知,3,1
U28703,41,管理,研究所,否,否,否,3,feb,3,-1,未知,3,0
U24436,34,科技,研究所,否,是,否,3,feb,5,263,失敗,3,0
U4452,26,學生,大學,否,否,否,3,feb,3,-1,未知,3,0
U4134,37,服務業,大學,否,是,否,3,feb,3,-1,未知,3,0
U11189,52,老闆,大學,否,否,否,4,feb,1,-1,未知,3,0
U4324,36,管理,研究所,否,否,否,3,feb,2,-1,未知,3,0
U27272,33,科技,大學,否,是,是,4,feb,1,273,其他,3,0
U11060,52,藍領,高中,否,否,否,4,feb,3,-1,未知,3,0
U11806,34,管理,研究所,否,是,否,4,feb,1,-1,未知,3,0
U30128,48,管理,高中以下,否,否,否,4,feb,1,-1,未知,3,0
U28302,59,失業,大學,否,是,否,4,feb,1,251,失敗,3,0
U44357,51,科技,大學,否,是,是,4,feb,1,205,失敗,3,0
U24284,33,服務業,大學,否,否,否,4,feb,1,-1,未知,3,0
U6483,37,服務業,大學,否,是,是,4,feb,2,245,失敗,3,0
U39445,30,老闆,研究所,否,否,否,4,feb,2,-1,未知,3,1
U40551,40,服務業,大學,否,否,否,4,feb,2,-1,未知,3,0
U67,37,服務業,大學,否,是,否,4,feb,1,-1,未知,3,0
U44378,38,失業,大學,否,是,否,4,feb,1,230,其他,3,0
U32,40,退休,高中,否,是,否,4,feb,1,-1,未知,3,0
U40590,34,服務業,大學,否,是,否,4,feb,1,-1,未知,3,0
U9742,53,SOHO,高中以下,否,否,否,4,feb,1,-1,未知,3,0
U1434,48,SOHO,大學,否,否,否,4,feb,2,-1,未知,3,0
U14013,46,藍領,高中,是,否,是,4,feb,2,-1,未知,3,0
U17807,40,SOHO,高中以下,否,是,否,4,feb,1,-1,未知,3,0
U34483,60,管理,高中以下,否,否,否,4,feb,1,-1,未知,3,0
U6956,59,管理,研究所,是,否,否,4,feb,2,-1,未知,3,0
U41192,43,服務業,大學,否,是,否,4,feb,1,-1,未知,3,0
U11598,31,藍領,大學,否,否,否,4,feb,1,-1,未知,3,0
U43846,33,科技,大學,否,是,是,4,feb,2,-1,未知,3,0
U6612,44,工程,研究所,否,是,否,4,feb,1,-1,未知,3,0
U28902,55,藍領,高中,否,否,是,4,feb,2,-1,未知,3,0
U42615,52,管理,研究所,否,是,否,4,feb,1,-1,未知,3,1
U24121,37,老闆,大學,否,否,否,4,feb,4,272,失敗,3,0
U31724,32,管理,研究所,否,否,否,4,feb,2,-1,未知,3,0
U26617,36,藍領,大學,否,是,否,4,feb,1,-1,未知,3,0
U29527,29,管理,研究所,否,是,否,4,feb,2,-1,未知,3,0
U13992,39,管理,研究所,否,是,否,4,feb,2,260,失敗,3,0
U20413,51,管理,研究所,否,否,否,4,feb,1,-1,未知,3,0
U3408,31,科技,大學,否,是,否,4,feb,1,-1,未知,3,0
U24566,37,管理,大學,否,否,是,4,feb,6,-1,未知,3,0
U23331,36,服務業,大學,否,否,否,4,feb,1,-1,未知,3,0
U4141,30,失業,大學,否,否,否,4,feb,1,-1,未知,3,0
U40213,32,管理,研究所,否,否,否,4,feb,2,-1,未知,3,0
U15446,39,老闆,大學,否,否,否,4,feb,1,-1,未知,3,0
U439,32,科技,大學,否,否,否,4,feb,2,260,失敗,3,0
U22757,30,服務業,研究所,否,否,否,4,feb,2,-1,未知,3,0
U33741,57,退休,高中,否,是,否,4,feb,1,190,失敗,3,0
U37686,56,科技,高中,否,否,否,4,feb,1,197,失敗,3,0
U7951,31,失業,高中,否,否,否,4,feb,1,-1,未知,3,1
U8737,52,管理,研究所,否,否,否,4,feb,1,-1,未知,3,0
U16198,43,失業,大學,否,否,否,4,feb,1,-1,未知,3,0
U32471,34,管理,研究所,否,否,否,4,feb,2,-1,未知,3,1
U7923,37,管理,研究所,否,是,否,4,feb,1,-1,未知,3,0
U6558,52,科技,大學,否,是,否,4,feb,1,-1,未知,3,0
U12246,48,管理,大學,否,否,否,4,feb,5,-1,未知,3,0
U43434,28,科技,大學,否,是,否,4,feb,6,268,失敗,3,0
U13532,45,藍領,大學,否,是,否,4,feb,1,-1,未知,3,0
U24882,32,科技,研究所,否,是,否,4,feb,2,-1,未知,3,1
U42972,39,科技,高中以下,否,是,否,4,feb,1,-1,未知,3,0
U37835,32,失業,研究所,否,否,否,4,feb,1,-1,未知,3,0
U22102,47,工程,研究所,否,否,否,4,feb,1,-1,未知,3,0
U7183,41,SOHO,研究所,否,是,是,4,feb,3,-1,未知,3,0
U9451,45,藍領,大學,否,否,是,4,feb,1,222,其他,3,0
U40643,40,失業,高中,否,否,是,4,feb,1,-1,未知,3,0
U12751,27,科技,大學,否,否,否,4,feb,1,216,其他,3,0
U16069,30,失業,研究所,否,否,否,4,feb,2,-1,未知,3,0
U31641,32,失業,大學,否,否,否,4,feb,1,-1,未知,3,0
U23330,32,失業,大學,否,否,否,4,feb,3,-1,未知,3,0
U11238,54,老闆,大學,否,是,否,4,feb,1,-1,未知,3,0
U30186,43,老闆,研究所,否,是,否,4,feb,1,-1,未知,3,0
U43753,52,老闆,高中,否,是,是,4,feb,1,244,失敗,3,0
U30564,42,失業,高中,否,是,否,4,feb,1,-1,未知,3,0
U24783,43,失業,高中,否,否,否,4,feb,2,-1,未知,3,0
U7074,37,藍領,大學,否,是,是,4,feb,1,-1,未知,3,0
U13757,40,服務業,大學,否,是,是,4,feb,1,274,其他,3,0
U40467,53,科技,大學,否,否,否,4,feb,5,-1,未知,3,0
U15930,30,管理,研究所,否,否,否,4,feb,2,-1,未知,3,1
U24098,40,科技,研究所,否,否,否,4,feb,1,-1,未知,3,0
U34477,38,工程,大學,否,是,否,4,feb,1,244,失敗,3,0
U11126,44,SOHO,高中,否,是,否,4,feb,1,272,其他,3,0
U4756,59,失業,大學,否,否,否,4,feb,1,-1,未知,3,0
U740,36,科技,大學,否,是,否,4,feb,1,273,失敗,3,0
U21143,54,管理,研究所,否,否,是,4,feb,1,265,其他,3,0
U36288,30,學生,大學,否,否,否,4,feb,1,-1,未知,3,0
U31665,60,科技,高中,否,是,否,4,feb,1,251,失敗,3,0
U3033,51,科技,高中以下,否,是,否,4,feb,1,251,失敗,3,0
U28262,41,失業,大學,否,是,否,4,feb,1,-1,未知,3,0
U8160,50,管理,研究所,否,是,否,4,feb,1,-1,未知,3,0
U17999,45,SOHO,研究所,是,是,是,4,feb,1,-1,未知,3,0
U38964,46,老闆,大學,否,是,否,4,feb,1,-1,未知,3,0
U5632,45,藍領,高中,否,是,否,4,feb,1,-1,未知,3,0
U28596,38,老闆,大學,否,是,否,4,feb,1,274,失敗,3,0
U21808,32,失業,研究所,否,否,否,4,feb,1,-1,未知,3,0
U20237,38,服務業,大學,否,否,否,4,feb,1,-1,未知,3,0
U12935,46,藍領,大學,否,是,是,4,feb,1,259,其他,3,0
U3629,36,藍領,大學,否,是,是,4,feb,1,274,失敗,3,0
U39071,33,科技,大學,否,否,否,4,feb,4,-1,未知,3,0
U31368,28,SOHO,研究所,否,是,否,4,feb,3,196,失敗,3,1
U2468,33,科技,大學,否,是,否,4,feb,1,274,失敗,3,0
U24387,55,管理,高中,否,否,否,4,feb,1,-1,未知,3,0
U42379,43,老闆,高中,否,是,是,4,feb,1,208,失敗,3,0
U10604,41,藍領,高中,否,是,否,4,feb,1,1,成功,3,0
U36935,43,老闆,大學,否,是,否,4,feb,1,-1,未知,3,0
U36409,58,失業,高中,否,否,否,4,feb,3,-1,未知,3,0
U37736,36,藍領,大學,否,否,否,4,feb,1,244,失敗,3,0
U4068,38,老闆,大學,否,是,否,4,feb,2,274,失敗,3,0
