Prod_output_num,locations,gender,age,click_on_prod,balance,registry_to_use_time,credit_card_paid,active_member,estimated_salary,buy
700,Taipei,Male,38,9,65962.63,1,1,0,100950.48,0
727,Taichung,Male,36,6,140418.81,1,1,0,113033.73,1
689,Tainan,Female,31,3,139799.63,1,0,0,120663.57,0
626,Taichung,Male,49,9,171787.84,2,1,1,187192.23,0
686,Taipei,Male,38,6,149238.97,1,1,0,97825.23,0
351,Taichung,Female,57,4,163146.46,1,1,1,169621.69,1
739,Taipei,Female,37,8,0,2,1,1,191557.1,1
627,Taipei,Male,32,10,0,2,1,1,103287.62,0
451,Taichung,Female,38,9,61482.47,1,1,0,167538.66,0
512,Taipei,Female,41,8,145150.28,1,1,1,64869.32,1
774,Taipei,Female,41,5,126670.37,1,1,1,102426.06,0
652,Taipei,Female,40,8,84390.8,2,0,0,107876.2,0
638,Taichung,Male,37,2,89728.86,2,1,0,37294.88,0
475,Taipei,Female,57,1,0,2,1,1,89248.99,0
567,Tainan,Male,40,4,118628.8,1,0,1,91973.63,0
750,Taipei,Male,37,3,0,2,1,1,16870.2,0
850,Taipei,Male,39,6,96863.13,1,1,0,121681.19,0
753,Taipei,Female,38,6,142263.45,1,0,0,33730.43,0
683,Tainan,Female,36,7,0,2,1,1,104786.59,0
710,Taipei,Female,32,3,0,1,1,1,94790.34,0
645,Tainan,Female,21,1,0,2,0,1,28726.07,0
714,Taipei,Male,28,6,122724.37,1,1,0,67057.27,0
696,Taichung,Female,35,4,174902.26,1,1,1,69079.85,0
612,Tainan,Female,26,4,0,2,1,0,179780.74,0
520,Taichung,Female,31,3,108914.17,1,1,0,183572.39,1
782,Tainan,Male,23,10,98052.66,1,1,0,142587.32,0
666,Taipei,Male,46,5,123873.19,1,1,0,177844.06,0
466,Taichung,Female,56,2,111920.13,3,1,1,197634.11,1
567,Taipei,Female,45,4,0,2,0,0,121053.19,0
613,Taipei,Male,20,3,0,2,1,0,149613.77,0
718,Taipei,Male,37,8,0,2,1,0,142.81,0
614,Taipei,Female,37,8,75150.34,4,0,0,131766.67,1
711,Taipei,Male,38,10,0,2,0,1,53311.78,0
691,Taichung,Female,38,5,114753.76,1,1,1,107665.02,0
527,Taipei,Male,32,0,0,1,1,1,109523.88,0
476,Taipei,Female,32,6,111871.93,1,0,1,112132.86,0
619,Tainan,Female,45,0,0,2,0,1,113645.4,0
607,Taichung,Female,37,4,135927.06,1,0,1,180890.4,0
695,Tainan,Male,44,8,0,2,1,0,70974.13,0
653,Taipei,Male,33,1,0,2,0,1,53379.52,0
677,Taipei,Male,46,2,57037.74,1,1,0,158531.01,0
655,Taipei,Female,50,10,0,4,1,1,179267.94,1
625,Taipei,Female,52,2,79468.96,1,1,0,84606.03,0
679,Taichung,Female,34,7,121063.85,1,1,1,56984.58,0
734,Taipei,Male,51,1,118537.47,1,1,0,116912.45,0
666,Taipei,Male,39,10,0,2,1,1,102999.33,0
592,Taichung,Female,26,4,105082.07,2,1,1,132801.57,0
564,Taipei,Male,40,4,0,1,1,1,85455.62,1
814,Taipei,Female,36,6,0,2,1,0,98657.01,0
592,Taichung,Male,36,2,104702.65,2,1,1,107948.72,0
758,Taipei,Female,50,2,95813.76,3,1,0,67944.09,1
612,Tainan,Female,62,0,167026.61,2,1,0,192892.05,0
498,Taichung,Male,61,7,102453.26,1,1,1,187247.56,1
638,Taichung,Male,25,4,148045.45,2,1,0,114722.42,0
558,Taipei,Male,35,1,0,2,0,1,111687.57,0
756,Taipei,Female,24,1,0,2,1,1,184182.25,0
782,Tainan,Male,52,4,0,1,1,0,52759.82,1
505,Taipei,Male,34,10,104498.79,1,0,0,126451.14,0
671,Tainan,Female,29,6,0,2,0,1,12048.67,0
801,Taipei,Male,42,6,0,2,1,0,95804.33,0
604,Taipei,Male,26,8,149542.52,2,0,0,197911.52,0
716,Taipei,Female,29,10,87946.39,1,1,0,182531.74,0
624,Taipei,Female,45,3,68639.57,1,1,1,168002.31,1
607,Taichung,Male,47,4,148826.32,1,1,0,79450.61,0
827,Taipei,Female,60,2,0,2,0,0,60615.83,0
606,Taipei,Male,61,5,108166.09,2,0,0,8643.21,0
717,Taichung,Female,35,5,103214.71,1,1,1,172172.7,0
651,Taichung,Male,40,1,134760.21,2,0,1,174434.06,1
691,Taipei,Male,58,3,0,1,0,0,194930.3,1
573,Taipei,Female,33,0,90124.64,1,1,1,137476.71,0
723,Tainan,Male,38,6,0,2,1,0,94415.6,0
584,Taichung,Female,46,6,87361.02,2,1,1,120376.87,1
550,Taichung,Female,45,8,111257.59,1,0,1,97623.42,1
611,Taipei,Female,61,3,131583.59,4,0,0,66238.23,1
549,Taichung,Male,41,9,95020.8,3,1,0,131710.59,1
850,Tainan,Female,24,1,0,2,0,0,69052.87,0
668,Taichung,Male,34,5,80242.37,2,0,1,56780.97,0
686,Taipei,Female,43,0,0,1,1,0,170072.9,0
660,Taipei,Male,50,1,0,3,1,0,191849.15,1
682,Tainan,Female,59,0,122661.39,1,0,0,84803.76,0
524,Taipei,Male,50,4,0,2,1,0,31840.59,1
645,Taipei,Female,36,8,0,2,1,0,12096.61,1
850,Taipei,Male,42,0,0,2,1,1,44165.84,0
537,Taipei,Female,53,3,0,1,1,0,91406.62,0
599,Tainan,Female,46,7,81742.84,2,1,1,83282.21,0
727,Tainan,Male,71,8,0,1,1,0,198446.91,1
756,Tainan,Male,30,2,145127.85,1,0,1,7554.68,0
755,Taipei,Male,38,9,148912.44,1,1,1,80416.16,0
634,Tainan,Female,41,4,0,2,1,0,164549.74,0
837,Taipei,Male,26,4,89900.24,2,1,1,175477.03,0
727,Taichung,Female,30,8,119027.28,2,1,0,137903.54,0
567,Taichung,Female,40,2,105222.86,2,1,1,93795.86,0
650,Tainan,Female,30,6,0,1,0,1,67997.13,1
655,Tainan,Male,34,1,116114.93,1,1,0,49492.15,0
763,Taipei,Female,58,9,187911.55,1,0,0,35825.18,0
843,Taipei,Female,27,5,0,2,1,0,67494.23,0
667,Taipei,Female,38,6,144432.04,1,1,0,73963.17,1
705,Taipei,Female,50,4,77065.9,2,0,0,145159.26,0
660,Taichung,Female,29,6,180520.29,1,1,0,123850.58,0
553,Taipei,Male,42,1,0,2,0,1,23822.04,0
612,Taichung,Female,47,6,130024.87,1,1,0,45750.21,1
641,Taichung,Female,40,2,110086.69,1,1,1,159773.14,0
513,Tainan,Female,31,5,174853.46,1,1,1,84238.63,0
680,Taipei,Male,44,7,108724.98,1,0,0,72330.46,0
711,Taipei,Male,58,9,91285.13,2,1,0,26767.85,0
689,Tainan,Male,40,2,0,2,1,0,164768.82,0
665,Taichung,Female,51,9,110610.41,2,0,0,1112.76,1
551,Taichung,Male,54,5,102994.04,1,1,1,176680.16,1
645,Tainan,Male,36,4,59893.85,2,1,1,43999.64,0
616,Taichung,Male,29,8,149318.55,1,1,1,140746.13,0
582,Taipei,Female,32,1,116409.55,1,0,0,152790.92,0
365,Taichung,Male,30,0,127760.07,1,1,1,81537.85,1
697,Taichung,Female,38,6,132591.36,1,1,0,7387.8,1
704,Taipei,Male,31,0,0,2,1,1,183038.33,0
656,Taipei,Female,46,5,113402.14,2,1,0,138849.06,0
712,Taipei,Female,31,7,0,2,1,1,170333.38,0
748,Taipei,Male,40,0,0,1,0,1,60416.76,0
724,Taipei,Male,28,9,0,2,1,0,100240.2,0
691,Taipei,Male,50,6,136953.47,1,1,0,2704.98,0
563,Taipei,Male,33,8,0,2,0,0,68815.05,0
741,Taipei,Male,32,5,0,1,1,0,64839.23,0
778,Taipei,Male,44,8,123863.64,1,1,1,144494.94,0
848,Tainan,Male,22,7,120811.89,1,1,0,185510.34,0
634,Taichung,Male,38,2,148430.55,1,1,0,56055.72,0
505,Taichung,Male,40,6,47869.69,2,1,0,155061.97,0
692,Taichung,Male,53,7,150926.99,2,0,1,119817.19,0
537,Taichung,Female,47,6,103163.35,1,1,1,16259.64,1
633,Taipei,Male,29,10,130206.28,1,1,1,184654.87,0
833,Taipei,Female,28,4,136674.51,2,0,1,5278.78,0
592,Tainan,Female,40,2,200322.45,1,1,0,113244.73,0
587,Tainan,Male,48,1,0,2,1,0,8908,0
550,Tainan,Male,62,7,80927.56,1,0,0,64490.67,0
680,Taipei,Female,24,10,0,3,1,1,154971.63,1
622,Tainan,Female,41,9,0,2,1,0,155786.39,0
594,Taichung,Male,28,0,142574.71,2,1,1,129084.82,0
643,Taichung,Female,34,7,160426.07,1,0,0,188533.11,0
540,Taipei,Male,25,5,116160.23,1,1,1,13411.67,0
635,Tainan,Female,34,5,98683.47,2,1,1,15733.19,0
657,Taipei,Male,32,3,118829.03,2,1,0,73127.61,0
814,Taipei,Male,31,1,118870.92,1,1,1,101704.19,0
600,Taipei,Male,32,1,0,1,1,0,101986.16,0
682,Taipei,Female,46,2,0,1,1,0,114442.66,0
682,Taipei,Male,38,4,107192.38,1,1,0,15669.17,0
566,Taipei,Male,42,3,108010.78,1,1,0,157486.1,0
550,Tainan,Male,34,3,0,2,0,1,131281.28,0
630,Taipei,Male,26,7,129837.72,2,0,0,197001.15,0
546,Taichung,Female,58,3,106458.31,4,1,1,128881.87,1
486,Taipei,Male,63,9,97009.15,1,1,0,85101,0
762,Tainan,Male,35,9,122929.42,2,0,1,149822.04,0
692,Taichung,Male,45,6,152296.83,4,0,0,108040.86,1
498,Taipei,Female,30,1,0,2,0,1,135795.53,0
850,Tainan,Male,49,8,0,1,0,1,25867.67,1
603,Taipei,Male,35,6,128993.76,2,1,1,130483.56,0
551,Taipei,Female,36,5,0,1,1,1,183479.12,0
627,Taichung,Male,27,0,185267.45,2,1,0,77027.34,0
515,Taipei,Female,28,9,0,2,0,1,94141.75,0
605,Tainan,Female,29,3,116805.82,1,0,1,4092.75,0
567,Taichung,Male,29,5,129750.68,1,1,1,109257.59,0
568,Taichung,Female,29,2,129177.01,2,0,0,104617.99,0
571,Taichung,Male,25,6,82506.72,2,1,1,167705.07,0
634,Taichung,Male,48,2,107247.69,1,1,0,103712.05,1
768,Tainan,Female,42,3,0,1,0,1,161242.99,1
554,Taichung,Female,36,3,157780.93,2,1,1,6089.13,0
629,Taipei,Male,35,1,172170.36,1,1,0,159777.37,0
638,Tainan,Male,48,2,0,2,1,0,7919.08,0
576,Taipei,Male,41,1,0,1,1,0,188274.6,0
661,Tainan,Female,42,9,75361.44,1,1,1,27608.12,1
592,Taipei,Female,27,4,0,2,1,0,183569.25,0
702,Tainan,Male,30,2,0,2,1,0,145537.32,0
647,Taipei,Female,29,0,98263.46,2,1,1,164717.95,0
593,Taipei,Male,43,9,0,2,1,0,76357.43,0
712,Taichung,Female,40,3,109308.79,2,1,1,120158.72,1
625,Tainan,Female,31,8,0,2,1,1,151843.54,0
538,Taichung,Female,28,6,164365.44,1,0,0,5698.97,0
637,Tainan,Female,22,5,98800,1,1,1,122865.55,0
632,Taipei,Male,27,4,193125.85,1,1,0,152665.85,0
736,Taipei,Male,27,5,51522.75,1,0,0,192131.77,0
755,Taipei,Male,23,5,84284.48,2,1,0,62851.6,0
425,Tainan,Female,39,5,0,2,1,1,140941.47,0
461,Taipei,Male,51,9,119889.84,1,0,1,56767.67,1
745,Taipei,Male,21,4,137910.45,1,1,0,177235.23,0
616,Taipei,Female,37,6,0,2,1,1,86242.18,0
587,Taipei,Male,33,5,100116.82,1,1,1,34215.58,0
850,Taichung,Male,40,4,166082.15,2,0,0,44406.17,0
601,Taipei,Female,38,0,0,2,1,1,165196.65,0
730,Tainan,Male,26,3,0,1,1,1,34542.41,0
532,Taipei,Male,44,3,148595.55,1,1,1,74838.64,1
850,Taichung,Male,53,2,94078.97,2,1,1,36980.54,0
779,Tainan,Female,34,5,0,2,0,0,111676.63,0
562,Taipei,Male,29,9,0,1,1,0,25858.68,0
670,Taichung,Male,40,2,164948.98,3,0,1,177028,1
729,Taipei,Female,62,4,140549.4,1,1,1,30990.16,1
767,Taipei,Female,44,2,152509.25,1,1,0,136915.15,0
742,Taipei,Female,28,2,191864.51,1,1,1,108457.99,1
669,Taipei,Female,44,8,96418.09,1,0,1,131609.48,1
542,Tainan,Male,32,2,131945.94,1,0,0,159737.56,0
586,Taipei,Male,29,3,0,2,1,0,142238.54,0
612,Taichung,Male,30,9,142910.15,1,1,1,105890.55,1
740,Taipei,Female,37,7,0,2,1,0,194270.91,0
584,Taipei,Male,35,3,146311.58,1,1,0,105443.47,0
524,Taipei,Male,52,2,87894.26,1,1,1,173899.42,1
614,Taipei,Female,19,5,97445.49,2,1,1,122823.34,0
598,Taipei,Female,64,9,0,1,0,0,13181.37,1
799,Tainan,Male,35,7,0,2,0,0,140780.8,0
724,Taipei,Male,34,2,154485.74,2,0,1,78560.64,0
601,Taipei,Male,50,2,115625.07,1,1,1,185855.21,0
804,Taipei,Male,25,7,108396.67,1,1,1,128276.95,0
745,Taichung,Male,38,5,65095.41,2,1,0,140197.42,0
667,Taichung,Male,43,1,103018.45,1,1,1,32462.39,1
518,Taipei,Female,38,10,84764.79,1,1,0,162253.9,0
819,Taipei,Female,38,10,0,2,1,1,30498.7,0
520,Tainan,Female,35,4,115680.81,1,1,0,90280.7,0
625,Taipei,Female,39,5,0,2,1,1,32615.21,0
673,Taichung,Male,36,5,73088.06,2,0,1,196142.26,0
656,Taichung,Female,27,3,150905.03,2,1,1,16998.72,0
850,Tainan,Female,23,9,143054.85,1,0,0,62980.96,0
574,Tainan,Female,28,7,0,2,0,1,185660.3,0
679,Taipei,Male,60,6,0,2,1,0,77331.77,0
530,Taichung,Female,42,0,99948.45,1,0,0,97338.62,0
508,Taipei,Male,44,3,115451.05,2,0,1,67234.33,0
558,Taichung,Male,32,4,108235.91,1,1,0,143783.28,0
414,Taipei,Male,38,8,0,1,0,0,77661.12,1
648,Tainan,Male,42,2,98795.61,2,1,1,89123.99,0
721,Taipei,Female,37,1,0,2,1,1,70810.8,0
751,Taipei,Male,31,8,0,2,0,1,17550.49,0
662,Taipei,Male,34,2,0,2,0,0,21497.27,0
628,Taichung,Male,29,3,113146.98,2,0,0,124749.08,0
597,Taichung,Female,39,8,162532.14,3,1,1,36051.46,1
698,Tainan,Female,40,0,92053.44,1,1,0,143681.83,0
723,Taipei,Male,48,7,0,2,1,0,150694.58,0
586,Taipei,Female,28,5,0,3,1,1,170487.4,1
633,Taichung,Female,29,8,104944.1,1,1,0,97684.46,0
564,Taipei,Male,31,4,0,2,1,1,53520.03,0
649,Taipei,Female,31,2,0,2,1,1,15200.61,0
622,Taipei,Female,30,4,107879.04,1,0,0,196894.62,0
459,Taichung,Male,46,7,110356.42,1,1,1,4969.13,1
718,Taipei,Male,27,2,0,2,0,1,26229.24,0
655,Tainan,Female,34,4,109783.69,2,1,1,134034.32,0
696,Taipei,Male,22,9,149777,1,1,0,198032.93,0
637,Taipei,Female,38,3,104339.56,1,0,1,119882.86,0
630,Tainan,Female,21,1,85818.18,1,1,0,133102.3,0
592,Taipei,Male,37,4,212692.97,1,0,1,176395.02,0
634,Taichung,Male,37,1,89696.84,2,1,0,193179.88,0
608,Taipei,Female,28,9,0,2,1,0,125062.02,0
565,Taichung,Female,32,9,68067.24,1,1,1,143287.58,0
763,Tainan,Male,67,9,148564.66,1,0,0,87236.4,0
665,Taipei,Female,55,8,136354.16,1,1,0,93769.89,0
649,Taipei,Male,38,1,122214,1,0,0,88965.46,0
695,Taipei,Male,45,3,0,2,1,0,30793.61,0
775,Taichung,Male,70,6,119684.88,2,1,0,74532.02,0
788,Taipei,Female,39,3,135139.33,1,0,0,113086.08,0
569,Taichung,Female,42,9,146100.75,1,1,1,32574.01,1
726,Tainan,Female,56,8,123110.9,3,0,0,130113.78,1
564,Taichung,Female,44,3,111760.4,3,1,0,104722.47,1
544,Taipei,Female,32,9,110728.39,1,1,0,14559.62,0
614,Taipei,Female,41,8,121558.46,1,1,0,598.8,0
453,Taichung,Female,38,8,120623.21,1,1,1,129697.99,0
471,Taipei,Female,58,4,114713.57,1,1,0,36315.03,0
829,Taichung,Female,37,3,103457.76,1,0,1,1114.12,0
754,Taichung,Male,57,2,101134.87,2,1,0,70954.41,0
749,Taichung,Male,46,10,78136.36,2,1,0,73470.98,0
667,Taipei,Male,23,1,0,2,1,1,91573.19,0
670,Tainan,Male,30,3,133446.34,1,0,1,3154.95,0
670,Taipei,Female,33,7,0,2,1,0,88187.81,0
623,Taichung,Female,48,1,108076.33,1,1,1,118855.26,1
571,Taipei,Male,32,5,131354.25,1,1,1,125256.53,0
641,Taichung,Female,37,7,62974.64,2,0,0,39016.43,0
551,Taichung,Female,30,2,143340.44,1,1,1,145796.49,0
741,Taichung,Male,36,8,116993.43,2,1,1,168816.22,0
472,Taipei,Male,31,4,58662.92,2,0,0,73322,0
650,Tainan,Male,41,3,128808.65,3,0,1,113677.53,1
625,Taipei,Male,45,7,137555.44,1,0,1,124607.7,0
650,Taichung,Male,34,4,142393.11,1,1,0,11276.48,0
535,Taipei,Female,38,8,0,2,1,1,136620.64,0
649,Taipei,Female,41,2,125785.23,1,1,0,70523.92,0
689,Taipei,Male,22,4,136444.25,1,1,1,51980.25,1
694,Tainan,Male,38,7,121527.4,1,1,1,113481.02,0
655,Taichung,Male,52,9,144696.75,1,1,0,49025.79,0
620,Taipei,Male,36,8,0,2,1,0,145937.99,0
577,Taipei,Female,35,10,0,2,1,0,25161.61,0
401,Taichung,Male,48,8,128140.17,1,1,1,175753.55,1
599,Taipei,Male,25,6,120383.41,1,1,0,24903.09,0
481,Taipei,Female,57,9,0,3,1,0,169719.35,1
704,Taipei,Male,42,8,129735.3,2,1,0,179565.57,0
698,Tainan,Female,31,8,185078.26,1,0,1,115337.74,1
480,Taipei,Female,28,6,0,2,0,1,48131.92,0
682,Taipei,Male,42,0,0,1,1,0,160828.98,0
700,Tainan,Male,31,7,0,2,0,0,145151.96,0
492,Taipei,Male,29,1,144591.96,1,1,0,196293.76,0
444,Taipei,Female,45,4,0,2,1,1,161653.5,1
624,Taipei,Male,36,6,0,2,0,1,84635.64,0
709,Taipei,Male,37,7,0,1,1,1,159486.76,0
557,Taichung,Male,68,2,100194.44,1,1,0,38596.34,0
646,Taichung,Male,50,6,145295.31,2,1,0,27814.74,0
719,Taichung,Male,28,3,106070.29,2,1,0,183893.31,0
706,Taichung,Female,47,6,120621.89,1,1,0,140803.7,0
660,Taipei,Male,38,7,0,2,0,0,146585.53,0
667,Taipei,Male,36,9,0,2,1,0,40062.29,0
705,Taipei,Male,30,1,0,1,1,0,181300.32,0
598,Taichung,Female,27,10,171283.91,1,1,0,84136.12,0
669,Taipei,Male,26,4,0,2,1,0,197594.34,0
580,Taichung,Female,38,1,128218.47,1,1,1,125953.83,1
676,Taipei,Female,32,5,0,2,1,0,75465.41,0
714,Taichung,Male,28,7,77776.39,1,1,1,177737.07,0
597,Taichung,Female,72,6,124978.19,2,1,0,7144.46,0
559,Taipei,Male,29,1,0,2,0,1,155639.76,0
564,Taipei,Female,28,1,0,1,1,0,162428.05,0
850,Tainan,Male,51,3,109799.55,2,1,0,12457.76,1
689,Taipei,Male,39,7,0,2,0,1,14917.09,0
758,Taichung,Female,61,8,125397.21,1,1,1,182184.09,1
604,Tainan,Female,71,10,0,2,1,0,129984.2,0
733,Taichung,Male,38,9,111347.37,2,0,0,194872.97,0
778,Tainan,Male,40,8,104291.41,2,1,0,117507.11,0
732,Taichung,Female,61,9,94867.18,2,1,0,157527.6,1
646,Taipei,Male,24,8,0,2,0,1,92612.88,0
597,Taipei,Female,33,6,135703.59,2,0,1,74850.84,0
821,Taichung,Female,37,5,106453.53,2,0,0,127413,0
640,Taipei,Male,43,7,132412.38,1,0,1,69584.3,1
511,Taichung,Female,40,9,124401.6,1,1,1,198814.24,1
805,Taipei,Male,46,6,118022.06,3,1,1,162643.15,1
540,Taichung,Male,39,1,82531.11,1,1,1,114092.52,0
705,Tainan,Male,44,0,184552.12,1,1,1,68860.3,1
540,Taichung,Male,39,4,127278.31,1,1,0,16150.34,0
532,Tainan,Female,66,3,0,1,1,0,115227.02,0
535,Taipei,Female,45,2,0,2,0,0,170621.55,0
627,Taichung,Male,23,5,184244.86,1,1,1,103099.22,0
646,Taipei,Male,52,8,59669.43,1,0,1,172495.81,1
515,Taipei,Female,25,7,79543.59,1,0,0,38772.82,0
697,Taipei,Female,39,6,151553.19,1,1,0,44946.29,0
652,Taichung,Male,27,2,166527.88,2,0,0,146007.7,0
579,Taichung,Male,28,6,150329.15,1,1,1,145558.42,0
760,Taipei,Male,43,8,121911.59,1,1,1,193312.33,0
769,Taipei,Male,51,9,156773.78,2,1,1,40257.79,0
498,Tainan,Male,29,8,127864.26,1,1,0,46677.9,0
774,Taipei,Male,53,4,113709.28,1,1,0,153887.93,1
705,Taichung,Female,43,7,79974.55,1,1,0,103108.33,0
648,Taipei,Female,44,2,0,2,1,0,58652.23,0
688,Taipei,Female,51,5,0,1,1,1,91624.11,1
592,Tainan,Male,38,0,0,1,1,1,65986.48,1
705,Taipei,Male,33,3,144427.96,2,1,1,113845.19,0
654,Taipei,Male,42,7,99263.09,1,1,0,67607.9,0
624,Taipei,Female,32,2,79368.87,2,1,0,145471.94,0
594,Taipei,Female,30,10,0,2,1,0,124071.71,0
695,Tainan,Female,34,9,0,2,1,0,67502.12,0
597,Taipei,Male,28,2,0,3,1,0,78707.97,0
758,Taipei,Female,52,7,125095.94,1,1,1,171189.83,1
737,Taichung,Female,40,2,162485.8,2,1,1,149381.32,0
694,Taichung,Male,37,1,95668.82,2,1,1,100335.55,0
683,Taipei,Male,25,4,0,2,1,1,152698.24,0
538,Tainan,Female,30,8,0,2,1,0,41192.95,0
669,Taipei,Male,37,4,0,1,1,1,132540.33,0
730,Taipei,Female,34,5,74197.38,2,1,1,96875.52,0
622,Taipei,Female,31,1,89688.94,1,1,0,152305.47,0
714,Tainan,Female,33,10,103121.33,2,1,0,49672.01,0
569,Tainan,Female,34,3,0,1,1,1,133997.53,0
668,Taichung,Female,59,5,120170.07,1,0,0,50454.8,0
628,Taipei,Male,32,9,149136.31,2,1,0,16402.11,0
600,Taipei,Male,40,1,141136.79,1,1,0,67803.83,0
693,Taipei,Female,43,4,152341.55,1,1,1,9241.78,0
704,Taipei,Male,36,7,120026.98,2,0,0,100601.73,0
527,Tainan,Male,33,9,132168.28,1,0,1,98734.15,0
553,Taichung,Male,43,6,85200.82,2,1,0,160574.09,0
575,Tainan,Male,53,1,84903.33,2,0,0,26015.8,0
626,Taipei,Female,32,0,0,2,0,1,187172.54,0
582,Taipei,Male,20,4,0,1,1,0,55763.66,0
683,Tainan,Male,40,8,0,1,1,1,75848.22,0
850,Taipei,Male,30,9,121535.18,1,0,1,40313.47,0
653,Tainan,Male,35,6,116662.96,2,1,0,23864.21,0
679,Taipei,Male,60,8,0,2,1,0,51380.9,0
549,Taichung,Female,49,6,124829.16,1,0,0,93551.36,0
850,Tainan,Female,36,2,155180.56,2,0,1,169415.54,0
558,Taichung,Female,32,1,108262.87,1,1,0,6935.31,0
528,Tainan,Male,40,4,0,2,1,1,25399.7,0
801,Taipei,Male,38,5,0,2,1,1,66256.27,0
513,Tainan,Male,48,2,0,1,1,0,114709.13,1
666,Taichung,Male,38,6,99812.88,2,1,0,158357.97,0
606,Taipei,Male,35,2,132164.26,1,0,0,164815.59,0
599,Taichung,Male,45,10,103583.05,1,1,1,132127.69,1
544,Taichung,Male,39,4,142406.43,2,1,1,146637.45,0
529,Tainan,Male,38,7,99842.5,2,1,1,90256.06,1
850,Taipei,Female,41,5,0,2,1,0,34827.43,0
497,Taipei,Male,41,9,0,1,0,1,22074.48,0
764,Taipei,Female,39,5,81042.42,1,0,0,109805.17,0
603,Taipei,Female,48,5,0,1,1,1,100478.6,1
609,Taipei,Male,40,6,0,2,1,0,97416.34,0
487,Taipei,Male,53,4,199689.49,1,1,0,24207.86,1
748,Taipei,Male,33,1,142645.43,1,0,1,69132.66,0
710,Tainan,Female,75,5,0,2,1,0,9376.89,0
432,Taichung,Female,45,3,110219.14,1,1,1,43046.7,1
534,Tainan,Male,51,3,0,2,0,0,20856.31,0
607,Taipei,Male,25,3,0,2,0,1,187048.72,0
551,Tainan,Male,32,4,0,2,1,1,53420.53,0
674,Taipei,Male,45,7,142072.02,1,1,1,37013.29,0
525,Taipei,Female,25,6,0,2,1,1,89566.64,0
645,Taichung,Male,33,8,149564.61,1,0,1,149913.84,0
755,Taipei,Female,43,9,0,2,1,1,18066.69,0
708,Taichung,Male,37,8,153366.13,1,1,0,26912.34,0
715,Taipei,Male,21,6,76467.16,1,1,0,173511.72,0
727,Taipei,Female,26,9,121508.28,1,1,0,146785.44,0
559,Tainan,Female,27,1,0,1,0,0,1050.33,0
545,Tainan,Male,36,8,73211.12,2,1,1,89587.34,1
524,Taipei,Male,22,9,0,2,1,1,74405.34,0
707,Taipei,Female,55,1,0,2,0,0,54409.48,0
671,Tainan,Male,38,0,92674.94,2,1,1,3647.57,0
439,Tainan,Male,52,3,96196.24,4,1,1,198874.52,1
667,Taichung,Female,36,1,114391.62,1,1,0,53412.54,0
831,Taichung,Male,32,9,80262.66,1,1,1,194867.78,0
545,Tainan,Female,33,7,173331.52,1,1,1,150452.88,0
604,Tainan,Female,35,7,147285.52,1,1,0,57807.05,0
657,Tainan,Male,67,5,119785.47,2,1,0,107534.32,0
487,Tainan,Female,36,1,140137.15,1,1,1,194073.33,0
750,Taichung,Female,52,6,107467.56,1,1,1,126233.18,1
694,Taichung,Female,37,8,98218.04,2,1,1,182354.46,1
711,Taichung,Female,35,2,133607.75,1,1,0,120586.32,0
551,Taipei,Male,37,3,0,2,1,0,50578.4,0
559,Taipei,Female,38,8,95139.41,1,1,0,86575.46,0
620,Taipei,Female,29,3,0,2,0,0,153392.28,0
660,Tainan,Male,42,5,0,2,1,1,115509.59,0
449,Taipei,Female,37,6,0,2,1,1,82176.48,0
703,Taichung,Female,26,1,97331.19,1,1,1,63717.49,0
795,Taichung,Male,37,2,139265.63,2,1,0,198745.94,0
594,Taipei,Female,31,9,0,1,0,0,5719.11,0
586,Tainan,Male,34,5,168094.01,1,0,1,20058.61,0
613,Taichung,Female,30,5,131563.88,2,1,1,170638.98,0
601,Taipei,Male,44,3,0,2,1,1,30607.11,0
657,Taipei,Male,50,9,0,2,0,1,37171.46,0
531,Taipei,Male,31,3,0,1,1,0,42589.33,0
621,Taichung,Male,47,7,107363.29,1,1,0,66799.28,0
782,Taipei,Female,33,2,94493.03,1,0,0,101866.39,0
528,Taichung,Female,29,9,170214.23,2,1,1,49284,0
696,Taipei,Male,52,6,139781.06,1,1,1,27445.4,1
586,Taipei,Female,35,7,0,2,1,1,70760.69,0
626,Tainan,Female,26,8,148610.41,3,0,0,104502.02,1
498,Taipei,Male,73,2,170241.7,2,1,0,165407.96,0
691,Taipei,Female,33,1,128306.83,1,1,0,113580.79,0
568,Taipei,Female,47,7,0,2,1,0,45978.39,0
715,Taipei,Female,35,3,0,1,1,0,152012.36,0
680,Taichung,Male,32,7,175454,1,0,0,77349.92,0
802,Tainan,Male,41,6,0,2,1,1,47322.05,0
539,Taipei,Female,22,0,100885.93,2,1,0,38772.65,0
494,Taipei,Male,69,9,93320.8,1,1,0,24489.44,0
594,Taichung,Male,38,6,63176.44,2,1,0,14466.08,0
596,Taipei,Male,33,2,139451.67,1,0,1,63142.12,0
649,Taipei,Female,52,8,49113.75,1,1,1,41858.43,0
699,Taichung,Male,32,1,123906.22,3,1,0,127443.82,1
787,Taipei,Female,40,6,0,2,1,0,84151.98,0
604,Taipei,Male,28,7,0,2,0,1,58595.64,0
489,Taichung,Female,52,1,131441.51,1,1,1,37240.11,1
651,Taipei,Male,56,2,0,1,1,1,114522.68,1
698,Taipei,Male,57,6,136325.48,2,1,0,72549.27,1
578,Taichung,Female,38,4,113150.44,2,1,1,176712.59,1
